"X","misinformation","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media"
1472,0.0391366602454212,"Mudeford, Dorset, UK","Husband | Father | Podcaster | Entrepreneur | CDP Nominating Officer ✝️ Views expressed here are my own. #ReadBetweenTheLies",501,174,2219,"False",2020-10-18,"Saw this today, it made me chuckle. #COVID19 #vaccines #CovidVaccine https://t.co/XrofnQdY7s","['COVID19', 'vaccines', 'CovidVaccine']",0,0,0.6,1,"Saw this today it made me chuckle COVID19 vaccines CovidVaccine ","['saw', 'covid19', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,0.0618853613194513,"","sarcastic ❤",4,55,15,"False",2020-11-08,"Technically the world’s first #CovidVaccine is ready ! #RussianVaccine https://t.co/VPsyMRJLcd","['CovidVaccine', 'RussianVaccine']",0.166666666666667,0.311111111111111,0.1,0.8,"Technically the worlds first CovidVaccine is ready  RussianVaccine ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,0.0412502543105323,"Melbourne, Australia","""""I have no mouth and I must scream"""" Ellison.
Screaming into the void. Is there anybody listening?",1602,2034,32099,"False",2020-10-20,"@SandraWeeden The #CovidVaccine is the exit strategy from the pandemic. Trouble is it's likely to be only 40%(ish)… https://t.co/hRwCpNVDsK","['CovidVaccine']",-0.0666666666666667,0.733333333333333,0,0,"SandraWeeden The CovidVaccine is the exit strategy from the pandemic Trouble is its likely to be only 40ish ","['covidvaccine', 'trouble']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,0.113233525417887,"Kerala, India","Student. 🇮🇳 Official Account. . I'm Twitterati. Stands for truth. 
https://t.co/pOyi9Snw0d
#BlackLivesMatter",634,1408,6302,"False",2020-10-20,"All should follow the guidelines issued by #government. 
We should #United2FightCorona.
#BREAKING #India #COVID19… https://t.co/oLF7jQDghB","['government', 'United2FightCorona', 'BREAKING', 'India', 'COVID19']",0,0,0,0,"All should follow the guidelines issued by government 
We should United2FightCorona
BREAKING India COVID19 ","['united2fightcorona', 'breaking india']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,0.0381191315029855,"Chicago, IL","Ann & Robert H. Lurie Children's Hospital of Chicago is ranked nationally in all 10 pediatric specialities by U.S. News & World Report. We Tweet for the kids.",22520,2754,2842,"False",2020-10-18,"Join Seema Shah, Associate Director of Research Ethics @LurieChildrens, for a free webinar hosted by… https://t.co/L78yWMHm5a","[]",0.4,0.8,0,0,"Join Seema Shah Associate Director of Research Ethics LurieChildrens for a free webinar hosted by ","['join', 'seema shah associate director', 'research ethics']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2241,0.0156750022961468,"Miami","Don't let the sun set on your promises 🦂🇳🇮🇸🇻🇧🇷🦋🏝⚽️",189,200,12160,"False",2020-10-09,"That #CovidVaccine is insane, I already have health problems and take Dr prescribed rx, these people don't know how… https://t.co/c17wsM0NAL","['CovidVaccine']",-1,1,0,0,"That CovidVaccine is insane I already have health problems and take Dr prescribed rx these people dont know how ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2278,0.171308820984475,"Jaipur, India","so, I guess I make memes!! 🤷‍♂️🙋‍♂️",14,38,138,"False",2020-11-08,"#CoronaVaccine #CovidVaccine #RussianVaccine #Putin #COVID19 
Introverts, backbenchers, hand sanitizer companies an… https://t.co/TqibDJjiEY","['CoronaVaccine', 'CovidVaccine', 'RussianVaccine', 'Putin', 'COVID19']",0,0,0,0,"CoronaVaccine CovidVaccine RussianVaccine Putin COVID19 
Introverts backbenchers hand sanitizer companies an ","['coronavaccine', 'covidvaccine', 'putin covid19']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3440,0.168357848261717,"Odisha, India","When it comes to Breaking News, Kalinga TV leads the Way with 24x7 Coverage.",87344,178,469,"False",2020-10-17,"Covid Vaccine Sputnik V Gets Approval For Clinical Trials In India #COVID19Vic #COVID19 #CovidVaccine https://t.co/WEJnpKYkJu","['COVID19Vic', 'COVID19', 'CovidVaccine']",0,0,0,0,"Covid Vaccine Sputnik V Gets Approval For Clinical Trials In India COVID19Vic COVID19 CovidVaccine ","['covid', 'vaccine sputnik v gets approval', 'clinical trials in india', 'covid19vic']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3458,0.168357848261717,"","",0,0,0,"False",2020-11-08,"I wait #whatiwantedtosay #COVID19 #COVID19Aus #russia #CovidVaccine https://t.co/coHK5eOpkj","['whatiwantedtosay', 'COVID19', 'COVID19Aus', 'russia', 'CovidVaccine']",0,0,0,0,"I wait whatiwantedtosay COVID19 COVID19Aus russia CovidVaccine ","['covid19', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3676,0.0668209088419267,"Baltimore, MD","@WMAR2News Reporter/Anchor • Investigative Journalist • Cat Enthusiast • Have a story idea/consumer issue? -- mallory@wmar.com #MatterForMallory",2814,2666,2116,"True",2020-10-20,"No vaccine yet, but @GovLarryHogan has released a draft plan for mass vaccinations in #Maryland. Those at highest r… https://t.co/Am4rcAFqB9","['Maryland']",0,0,0,0,"No vaccine yet but GovLarryHogan has released a draft plan for mass vaccinations in Maryland Those at highest r ","['govlarryhogan', 'maryland']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4050,0.141913209745827,"Planet Earth","",65,304,334,"False",2020-10-15,"The world just watched a 74 year old recover from #COVID19  in less than 7 days 
#CovidVaccine… https://t.co/KI8fox2pLG","['COVID19', 'CovidVaccine']",-0.0333333333333333,0.133333333333333,0,0,"The world just watched a 74 year old recover from COVID19  in less than 7 days 
CovidVaccine ","['covid19', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4172,0.0185128050123709,"India","guntur",27,565,5859,"False",2020-11-08,"Russia becomes first country to approve a COVID-19 vaccine, says President Vladimir Putin https://t.co/m6hhrPKN4W…… https://t.co/6K7IwSxJhv","[]",0.25,0.333333333333333,0,0,"Russia becomes first country to approve a COVID19 vaccine says President Vladimir Putin  ","['russia', 'covid19', 'vladimir putin']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4359,0.0326778022470678,"Bhopal, India","!! वसुधैव कुटुम्बकम् !!",20,63,258,"False",2020-11-08,"#Russia released world's first #CovidVaccine.
#Putin said """"Russian health ministry has approved vaccine and my own… https://t.co/Nl227YkCLV","['Russia', 'CovidVaccine', 'Putin']",0.125,0.166666666666667,0,0,"Russia released worlds first CovidVaccine
Putin said Russian health ministry has approved vaccine and my own ","['russia', 'covidvaccine', 'putin', 'russian']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4640,0.0721634105430587,"United States","Twitter account of Vaccinate Your Family (former twitter handle was @ShotofPrev). We discuss #vaccines for people of all ages.",8536,2203,2053,"False",2020-10-13,"How the FDA plans to build physician trust for COVID-19 vaccine https://t.co/kdDQnBEbT7 (via @AmerMedicalAssn) 
--… https://t.co/SuM3ixy9FG","[]",0,0,0,0,"How the FDA plans to build physician trust for COVID19 vaccine  via AmerMedicalAssn 
 ","['fda', 'covid19', 'amermedicalassn']",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4908,0.0404056834756532,"मुंबई, भारत","♡My Enigma Makes Me Special, Because it says I'm born to Love♡",81,26,130,"False",2020-10-22,"Treatment is Not Free Vaccine is Free 😂 Heights Of Brain😂
Aise kaise chalega Didi!!
#CovidVaccine #financeminister… https://t.co/w753syHQ0R","['CovidVaccine', 'financeminister']",0.2125,0.8,0.357142857142857,0.571428571428571,"Treatment is Not Free Vaccine is Free  Heights Of Brain
Aise kaise chalega Didi
CovidVaccine financeminister ","['treatment', 'free vaccine', 'free', 'brain aise', 'didi covidvaccine']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4925,0.197826821022487,"India","vivre l'instant présent",1,33,76,"False",2020-11-08,"Hope💙
#CovidVaccine #COVIDー19 #hopewell https://t.co/TfMBgyFPpO","['CovidVaccine', 'COVIDー19', 'hopewell']",0,0,0,0.666666666666667,"Hope
CovidVaccine COVID19 hopewell ","['hope', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4968,0.0256657575303556,"Jaipur, India","Welcome to the Official Twitter page of First India Newspaper. Follow us for the latest updates. #FirstIndia",6180,208,98,"False",2020-10-20,"An experimental vaccine developed by China's #Sinovac Biotech appeared to be safe in providing protection against t… https://t.co/pYnMaQ9szB","['Sinovac']",0.233333333333333,0.4,0.516666666666667,0.711111111111111,"An experimental vaccine developed by Chinas Sinovac Biotech appeared to be safe in providing protection against t ","['chinas sinovac biotech']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5054,0.027907659705048,"South West, England","#NotBeingFunny #NiceCow #Bristol #Somerset #Dorset I am EUropean and used to be way more popular than this!",299,319,4186,"False",2020-10-10,"How about a #CovidVaccine first, then we'll worry about bloody #Wales!
'Real and imminent' extinction risk to whales
https://t.co/7cxYDOs2oX","['CovidVaccine', 'Wales']",-0.183333333333333,0.511111111111111,0.416666666666667,0.466666666666667,"How about a CovidVaccine first then well worry about bloody Wales
Real and imminent extinction risk to whales
","['covidvaccine', 'wales real']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5081,0.0329600400476414,"NYC","classic",100,705,71,"False",2020-11-08,"Worlds first vaccine in Russia given to Putin's daughter #RussianVaccine #CovidVaccine @NewsClapper… https://t.co/1W8rtWUOxE","['RussianVaccine', 'CovidVaccine']",0.25,0.333333333333333,0.166666666666667,0.166666666666667,"Worlds first vaccine in Russia given to Putins daughter RussianVaccine CovidVaccine NewsClapper ","['russia', 'putins', 'russianvaccine']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5272,0.0384807638531343,"Hyderabad, India","IG~@eskge",19,1,9,"False",2020-11-08,"Happiest person in the world after knowing someone from Moscow developed the Covid Vaccine. #RussianVaccine… https://t.co/3XBz5Jjmrp","['RussianVaccine']",0.1,0.3,0,0,"Happiest person in the world after knowing someone from Moscow developed the Covid Vaccine RussianVaccine ","['happiest', 'moscow', 'covid vaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5513,0.0322002186494669,"Chennai, India","Moto Doctor🏍️⚕️",5,82,126,"False",2020-11-08,"Big Breaking : #Russia released world's first #CovidVaccine.

#Putin said """"Russian health ministry has approved vac… https://t.co/jadrXFSEnj","['Russia', 'CovidVaccine', 'Putin']",0.0833333333333333,0.144444444444444,0,0,"Big Breaking  Russia released worlds first CovidVaccine

Putin said Russian health ministry has approved vac ","['russia', 'covidvaccine', 'putin', 'russian']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5690,5.09246505337519e-08,"India","MIRROR NOW's Mission: Demand accountability and relentlessly drive improvement by addressing everyday issues. Follow us on Instagram - @mirrornow_in",87847,30,2,"True",2020-10-22,"At 8:40PM on #TheUrbanDebate with @tanvishukla 

5 big questions on the #COVIDVaccine plan 

#COVID19 #Covid_19… https://t.co/JCWESnOyi6","['TheUrbanDebate', 'COVIDVaccine', 'COVID19', 'Covid_19']",0,0.1,-0.2,0.6,"At 840PM on TheUrbanDebate with tanvishukla 

5 big questions on the COVIDVaccine plan 

COVID19 Covid19 ","['covidvaccine', 'covid19 covid19']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5857,0.123658152741844,"India","India's NEWS Channel for Digital Media!
To get in touch with us, send a Direct Message",1086,179,280,"False",2020-10-15,"Headlines by the indian national daily - 15 Oct 

#CovidVaccine #GSTCouncil #ZojilaTunnel #DelhiPollution… https://t.co/mUCHgjT9W4","['CovidVaccine', 'GSTCouncil', 'ZojilaTunnel', 'DelhiPollution']",0,0,0.05,0.2,"Headlines by the indian national daily  15 Oct 

CovidVaccine GSTCouncil ZojilaTunnel DelhiPollution ","['gstcouncil']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6479,0.0203893074379007,"","❤ We need to learn to Love eachother, Listen to eachother and follow eachother eventhough we 100% disagree on everything 🏴‍☠️",69506,196,612,"False",2020-11-08,"World leaders talking to #Putin after hearing that #Russia Has Developed world's First #CovidVaccine! 😂😂😂😂

#Corona… https://t.co/ipiW2SUkPT","['Putin', 'Russia', 'CovidVaccine', 'Corona']",0.20625,0.316666666666667,0.5,0.6,"World leaders talking to Putin after hearing that Russia Has Developed worlds First CovidVaccine 

Corona ","['world', 'putin', 'russia', 'first covidvaccine corona']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6552,4.33098773813537e-09,"New Delhi, India","Conspicuous scar mark on right eyebrow. Perpetual cardamom tea consumer. Live and let live.
I am politically incorrect. I tell the truth and use common sense.",54,51,531,"False",2020-10-22,"Waking up to discover that the #covidvaccine has been politicised in the upcoming #BiharElections2020. Seriously, s… https://t.co/w9wJEFE6In","['covidvaccine', 'BiharElections2020']",-0.333333333333333,0.666666666666667,0.0516883116883117,0.427142857142857,"Waking up to discover that the covidvaccine has been politicised in the upcoming BiharElections2020 Seriously s ","['biharelections2020 seriously']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6815,0.0130398072353274,"Matrix","HE | Twitter Rapper 🎼 | Satirst | Liberal | 🐕 Pet Parent | Centrist | ಕನ್ನಡಿಗ | ❌ Hatred/Bigotry/Racism/Casteism| Centrist | RT & 👍 Likes, not Endorsement |",666,2302,3692,"False",2020-10-18,"Is #India ready to deliver a vaccine to a billion people?

#CovidVaccine 
#COVID19 
#coronavirus 

Great article 👏👏… https://t.co/JftjoEzDfp","['India', 'CovidVaccine', 'COVID19', 'coronavirus']",0.5,0.625,0,0,"Is India ready to deliver a vaccine to a billion people

CovidVaccine 
COVID19 
coronavirus 

Great article  ","['india', 'covidvaccine', 'great']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6829,0.0565399470335535,"Somewhere under the sun.","Nt a gud boi bur gat loyalty. | Chelsea 💙| Football | Realist. | Versatile. | Music | Follower of Followers. ❤️",1451,1509,3713,"False",2020-11-08,"Now we can all laugh and cough as we like. Russia is here for us.😁#CovidVaccine","['CovidVaccine']",0.3,0.1,0,0,"Now we can all laugh and cough as we like Russia is here for usCovidVaccine","['russia', 'uscovidvaccine']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7235,0.029415065016767,"India","🌎WRITER
.
.
.
.
.
.
.
.
.





//

Getting to know the self in me more;
tranna be better everyday💙.",6,10,46,"False",2020-11-08,"#CovidVaccine finally reported.
Sigh of relief for many people and nations across the globe🌎
#RussianVaccine… https://t.co/nx0N7vQWNn","['CovidVaccine', 'RussianVaccine']",0.25,0.75,0.5,0.5,"CovidVaccine finally reported
Sigh of relief for many people and nations across the globe
RussianVaccine ","['covidvaccine', 'russianvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7366,0.119271920247939,"","The mind is like a parachute. It doesn’t work unless it’s open. Laughter is the language of the soul.",94,144,727,"False",2020-11-08,"Putin needs to chill with that Covid vaccine. Looking like that scene from I Am Legend... #CovidVaccine #SputnikV","['CovidVaccine', 'SputnikV']",0,0,0,0.5,"Putin needs to chill with that Covid vaccine Looking like that scene from I Am Legend CovidVaccine SputnikV","['putin', 'legend covidvaccine']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7599,8.33418702692845e-09,"","®I'm my own best friend. I'm so glad no one can read my damn
mind.",480,1036,1041,"False",2020-11-08,"@CNN Now Nigerian pastors the cure has been handed over to you. You guys can now step out and start curing #COVID… https://t.co/wBCpICjLz4","['COVID']",0,0,0.7,0.766666666666667,"CNN Now Nigerian pastors the cure has been handed over to you You guys can now step out and start curing COVID ","['cnn', 'nigerian', 'covid']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7630,0.0224774880071368,"Vancouver, BC","Enabling new medicines through nanotechnology research and development.",162,323,9,"False",2020-10-16,"Did you know? Acuitas Therapeutics has the highest potency lipid nanoparticle carriers for messenger RNA therapeuti… https://t.co/JG3Io6aO2k","[]",0,0,0.136363636363636,0.454545454545455,"Did you know Acuitas Therapeutics has the highest potency lipid nanoparticle carriers for messenger RNA therapeuti ","['acuitas therapeutics', 'rna']",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
