501-1000,text,Label
91270,"@MaddowBlog Off topic, I know, but what is this """"oogey"""" you speak of? Never heard that one before until your progra… https://t.co/63rc5skiCR",0
72928,Thank you @sd129 for supporting #CovidVaccine access and thank you to all the @VNAHealthCare staff for your service… https://t.co/ecD9sH7uC5,0
50328,Second jab done today.  Couldn’t be more grateful to all at @NHSEnglandLDN and the amazing volunteers at the vaccin… https://t.co/S7DATPi5nz,0
52544,"@hugodejonge Great song , great voice 
@hugodejonge @MinPres @christenunie @SigridKaag , 'You can stick your vaccine mandates up your ^ss
#VaccineMandates #CovidVaccine #KlausSchwab #Davos #TheGreatReset https://t.co/AQWU5rAMB7",1
91513,@Loveon999 Everyone needs to do this after the vaccine. Our data scientists really need this data. Really easy and… https://t.co/t2V26XLgNE,0
2327,"📌Happening tomorrow!
#WebGyan session on 'Vaccine Hesitancy'!
⏰July 22, 2021 | 5pm
🔗Register: https://t.co/EMKacNdyZB
Via @BLiSC_India  
@GKangInd @WormlockHolmes @uramakri @SciComm_India @SciFor_All @PhDsofIndia @wisrindia @NCBS_Bangalore @ISTEM_IISc 
#CovidGyan #CovidVaccine https://t.co/VeeiZwkFZE",0
17732,"#CovidVaccine rollout expanded in #Bristol as Ashton Gate stadium opened this week. Focus on over 80s, front-line h… https://t.co/j7Pguybt2k",0
44987,"First Dose Progress 💉 :
⬛⬛⬛⬛⬛⬛⬜⬜⬜⬜⬜⬜ 56.37%
[38,378,564 / 68,084,982]

Second Dose Progress 💉💉 :
⬛⬛⬛⬛⬜⬜⬜⬜⬜⬜⬜⬜ 34.69%
[23,616,498 / 68,084,982]

Source: https://t.co/vsZgeYMYhB 25/05/21
#covidvaccine #covid19 #coronavirus",0
65333,"@Jimmy_Dore's Experience with #CovidVaccine Side Effects 
with @joerogan 

https://t.co/95F6MAXm0V via @YouTube",1
67729,"The story here SHOULD have been:

*1st dose of vaccine does not provide full immunity, therefore 2nd dose is essent… https://t.co/9aJXnI7ugm",0
16371,Absolutely agree.  The pandemic has shown how effectively Primary Care can adapt and work together to overcome chal… https://t.co/IZmOfLpEpB,0
46485,"Telangana launches the drive of #PrecautionDose of #CovidVaccine for our healthcare workers &amp; senior citizens with co-morbidities. I joined our citizens in Hyderabad at Govt Unani Hospital, Charminar as the fresh drive begins. 
If it’s your turn get yourself vaccinated.@trsharish https://t.co/kOhKG3k3L7",0
26437,This pharmacy said they never experienced a day like yesterday. 500+ calls answered and nearly 100 messages they st… https://t.co/ulcZQmYEqZ,0
77052,Well done #Oldham 👏134k #CovidVaccine 1st doses and over 98k second doses have been delivered! https://t.co/xnxIWYsaCY,0
78540,"#COVID19 #Covid19Ireland #COVIDー19 #CovidUK #covidbriefing #COVID19Vaccine #CovidVaccine #GreatReset #VaccinePassports 

#Satan has landed. https://t.co/63ZtsUo29R",0
2131,"Vaccinated at Nearby District Vaishali.
Thank you🙏
#CovidVaccine
@dm_vaishali https://t.co/rmshA6JFDu",0
87402,"You got the jab and want to repair the damage?
#COVID19 #CovidVaccine #VaccineDeaths #VaccineMandates #vaccineinjuries https://t.co/DPOGVU9RWw",0
19515,"The first manuscript from the CANDOUR study which surveyed 15,536 people in 13 countries seeking preferences and at… https://t.co/NpxlU96hqo",0
88037,"Thank you, @CesarCota28! We love seeing your #CovidVaccine photos! https://t.co/lUFbdjSG5p",0
82838,"Most side effects of the #COVIDVaccine are mild and only last for a short time.

Presenter Nana Akua (@LadyXsize) a… https://t.co/rIvZ9GRNM6",0
45245,Hello @MichaelSteele @JoeNBC it’s not STUPID to be cautious about taking #CovidVaccine from a gov’t that has horrible track record with ur people when it come to vaccinations. From a black person perspective America has Neva been a frd to us why should this be any different…,0
43529,"We were excited to open our Covid-19 vaccination hub today!

The hub will offer the #CovidVaccine to staff, student… https://t.co/QCxnT9g2oN",0
29636,Wait a damn minute…. The same people saying that they don’t want the #CovidVaccine are the same ones who drank bleach when Trump told them to. Oh… https://t.co/9JXDAS3DkG,0
73041,I am getting a 3rd #pfizer shot today. #CovidVaccine,0
16812,Got my first round of COVID-19 vaccine today....  Here's to kicking this thing in the butt!!! #Vaccinated… https://t.co/iPtWlBs8x5,0
55029,"@cvspharmacy @cvspharmacy
 Little confused with the vaccine sign up. I was able to schedule my Dad, but it only let… https://t.co/Vg8omwaAVH",0
57907,@ProjectLincoln  do you think that if @AOC  and @tedcruz cared the same about #CovidVaccine as they did about… https://t.co/R9oepIJZdA,0
87120,"#StopAsianHate #StopAsianHateCrimes Asian people don't cause Covid #unvaccinated people cause Covid. If you are angry over Covid encourage people to get their #CovidVaccine, don't go hating on Asian people.",0
15772,Official @twitter petition to ban the account @realDonaldTrump for consistent violation/spreading of disinformation… https://t.co/DDvsIf8MLb,0
75456,Stop giving the covid vaccine to politicians and give one to Betty White immediately! We have suffered enough loses… https://t.co/02adJ99gUL,0
6522,"34 CVS locations show #CovidVaccine slots in VA:
Abingdon
Appomattox
Big Stone Gap
Bristol
Chatham
Chesapeake
Christiansburg
Clarksville
Clifton Forge
Collinsville
Danville
Dublin
Farmville
Galax
Hampton
Kilmarnock
Louisa
Luray
Lynchburg
Martinsville
Newport News",0
43422,"Sheffield GP, Dr Homa Kansra, says it is vital that we have the #CovidVaccine  - especially if you are from the Sou… https://t.co/ioX5xcQu45",0
40265,@SkyNews tell me where I can get the booster and I will. No appts here in Southampton #Booster #CovidVaccine #GovernmentCovidCatastrophe,0
43655,"Novavax may get approval in two months, likely to be costlier than Covishield | Indiablooms - First Portal on Digital News Management https://t.co/UcpKWAzEcM #Novavax #Covovax #COVIDVaccine #India",0
77731,"Triple jabs might not be the answer!!!

But who cares about learning vicariously from other countries. 

Let’s dig our own graves…!!
@ScottMorrisonMP
@DanielAndrewsMP #auspol #COVID19Vic #COVID19Aus #COVIDVaccine #COVID19 #auspol2021 #CovidUK https://t.co/a2QYJip5Sp",0
53212,"When you make the choice today to look after your body, work out, eat healthy food, and think positive thoughts you are preparing yourself to be the best possible version of yourself tomorrow.

#lilyhospitals #healthcare #hospitals #COVID19 #covidvaccine #love #nurses #Doctors https://t.co/W5S4mnsqWc",0
73669,https://t.co/z4TObEheiS OMG! THEY DIDN'T VOTE....#BlackHistoryMonth #BlackLivesMatter #CovidVaccine #Covid_19… https://t.co/IRIkOQcgJO,0
97589,"@RichardCityNews Moore &amp; every member of @fordnation, despite their claims, are #antivaxxers. They don't believe in #covidvaccine, and that's the hard truth; therefore, they don't care if someone lives or dies, especially children.
#onpoli #COVID19on #UnsafeSchools #MandatoryVaccination",0
37171,WARNING: don’t get the boosters!!!! #boostershots #depopulationplan #Pfizer #nih #vaccine #Covidvaccine,0
90662,"1/2 Scathing over misinfo re #CovidVaccine &amp; it’s resistors. #MSM &amp; so-called experts allege resistor correlation w/ #Trump supporters; called ‘selfish’, preventing herd immunity. 1)Trump has nothing to do w/this, you liberal-assed sheeple! Resistors are intelligent &amp; free willed",1
41666,"OSHA has offered extensions for ETS compliance and won’t begin citations for noncompliance until after 1/10. Learn more and get helpful resources in this blog post. 
#dillonhealth #healthinsurance #healthplans #covidvaccine #covid19
https://t.co/YE61KXPM82",0
53962,"New study uncovers details behind the body's response to stress
https://t.co/QfMIimJLds
https://t.co/YTSFOazDrJ
#Research #drugdiscovery #MentalHealthAwareness #healthy #CovidVaccine #lockdown #Corona  #COVID19 #vaccination #vaccine #CoronavirusPandemic",0
49959,"https://t.co/SAjtRS2kMi

your brain is ian beale - a poem by me (text is in the ‘show more’ notes)

#poem #poetry #poet #knowsit #LockDown #COVID19 #CovidVaccine #Truth #WakeUp #writerslift #writing",0
41509,@ScottMorrisonMP has deserted the elderly of Australia. #agedcare #CovidVaccine https://t.co/XjdLSOb0HY,0
47988,"#COVID19 
#CovidVaccine 
IF the Supreme Court of POLITICAL HACKS
does NOT REPEAL THE MANDATE
then read """"ATLAS SHRUGGED"""" by Ayn Rand
Truckers will quit and will cause the MOTHER of ALL SHORTAGES of EVERYTHING YOU NEED TO LIVE

SOCIETY WILL COLLAPSE
.
.
SOON! https://t.co/6CrgKrUicY",0
84259,"@PMOIndia @narendramodi Test possible, Track also will possible for testing but is there will it possible to treat… https://t.co/rPuzXLR42t",0
95856,"We've got Merton walk-in #CovidVaccine clinics across the borough this week.  Find a site and a time that is good for you.Come for your 1st, 2nd or booster dose - or just for a chat. Dates and times vary - find details and more venues here https://t.co/GcZw2coaZR https://t.co/qnYUO1E4ky",0
74440,"My BFF is an anti-vaxxer. His gf asked me to help convince him, says she wants to get vaccinated. The problem is he has another best friend in US who is feeding him all this anti-vax bs via Facebook and Instagram #ReadTrouble 
I don't know what to do! 
#COVIDIOTS #CovidVaccine",0
81907,"▐   ▄▄▄▄▄▄▄▄▄▄▄
▐▓███▓░░▒░░▒░░═══
▐   ▀▀▀▀▀▀▀▀▀▀▀

Fully vaccinated as of 2021-09-07: 30.98 %

#CovidVaccine #COVID19 #COVID19Aus",0
74054,@MassGovernor Enlist the nurses to give out the vaccine. I don’t know a single one who wouldn’t volunteer! #vaccine… https://t.co/Wc4XMHBgvV,0
26775,"ISLAMABAD: The National Command and Operation Centre (NCOC) said on Thursday that COVID-19 vaccination centres are open across the country after Eidul Azha-related one day holiday.
#Covidvaccine 
#itsallaboutpakistan01
#TimesOfPakistan https://t.co/3yF040jGCu",0
68059,"Whether it's protecting loved ones, or to keep life moving, we all have our reasons for getting the #COVIDVaccine. 

If you're eligible, get yours at one of our weekend walk-ins in #Lewisham

Learn more https://t.co/4xKobisGDQ https://t.co/ijYpyaDsbr",0
79963,Aaron Rodgers interview was 🔥 Fuck the NFL but this is worth watching #AaronRodgers #BigPharma #CovidVaccine #truth,0
43146,@droverdriver61 A month later and 410 million doses of the #CovidVaccine have been given worldwide. How many in Australia?,0
81279,"237 CVS locations show #CovidVaccine slots in CA:
Adelanto
Albany
Alhambra
Alpine
Anaheim
Anderson
Angels Camp
Antioch
Arcadia
Arroyo Grande
Arvin
Atascadero
Atwater
Auburn
Azusa
Bakersfield
Baldwin Park
Bell
Benicia
Berkeley
Big Bear Lake
Brentwood
Buellton",0
81021,"The return to normalcy still seems so far away - but today, it got one step closer. Grateful for having received Do… https://t.co/29KlXh4jKM",0
89080,"I see you, immune system. I know you’re working. #CovidVaccine",0
24265,"""""We have run out of shades of red..."""" Anyone want to explain HOW this is still NBD, overblown, fake news? What about """"this will all go away after the election""""? By all means, keep your tin foil hat on but get the &amp;@!# vaccinated. #CovidVaccine #Oklahoma https://t.co/DpwH9VvFm7",0
15149,1st dose of the #PfizerVaccine ✅ #IGotMyVaccineAtUHN @UHN #PfizerBioNTech #COVID19Vaccine #CovidVaccine… https://t.co/n4UHq4eFNN,0
66381,#ARMY organized medical and veterinary camp at Mori #COVID19 #COVID19nsw #CovidVaccine #coronavirus #pandemic #vaccination #JammuKashmir #saturdaymorning #saturdayMotivation #Covid #Viral #Trending #Newsnight #CoronaVirusUpdates @ANI @BotJammu #SATURDAY https://t.co/OZBmxyHfhr,0
24354,Finally starting feeling human again #covid #VaccinesWork #CovidVaccine,0
44761,"2 $mRNA shots in the book and nothing more than a sore arm at injection site.

Side effects are real but for many they never show up. Clear your calendar, get your shots, drink plenty of fluids, rest, go for a spring time walk. It's time to heal.

#CovidVaccine #VaccinesWork https://t.co/LI7rbeK2Pw",0
2199,"*Womp womp*

#mask #maskup #masks #masking #covid #covid19  #covid_19 #covidvacccine #covidvaccine #variant #omicron #fauci #lies #lie  #flattenthecurve #booster #vax #vaccine #vaccination #coronavirus #coronaviruslockdown #coronaviruspandemic #pandemic #pandemiclife #mandate https://t.co/CEO4MFGjkA",0
16007,Can pregnant or lactating women get the COVID-19 vaccine? Are hospitalized patients eligible for it? Find answers f… https://t.co/gl1btc6Vbm,0
3314,"24 hours to go!

We all know someone who’s uncertain about the #CovidVaccine. This is a great opportunity for them… https://t.co/Tne56pWzyu",0
385,"❤️🇧🇧 Yes family, love to see preventative actions.👍🏽👏🏽 
#COVID19 #CovidVaccine ❌🚫🦠💉 https://t.co/U48YMNRuIj",0
4477,"When the rest of the world is distributing #CovidVaccine, #ChildrenOfTigray are starving by the millions with almost no medical care to save them from common illnesses. @USUN @UNHumanRights @G7 @NATO @Haavisto @JosepBorrellF @EU_Commission @SecBlinken @WFP https://t.co/smjTyqqlnU",0
71070,It's time for this Pandemic to be brought to an end! International data agrees 👏💪 https://t.co/B8fZWuHGlX #COVID19 #covid19sk #COVID19Vic #COVID19nsw #CovidVaccine #covidiota #covid19tas #Omnicron #OmnicronVariant,0
85512,"45+ #RURAL #Bengaluru #CovidVaccine Availability for 31/01 at 04:30PM
FREE Slots 0
PAID Slots 0",0
32855,"post-#covidvaccine day 1: feeling muggy-headed and am pouring with sweat … oh wait, that’s just from our usual Sing… https://t.co/pSZUf5fZr7",0
3493,"#CovidVaccine rollout reveals ugly side of humanity;

- Frontline medical workers in hospitals around US found that… https://t.co/cZGIe5XPeT",0
96426,Monitoring 2 signs easily measured at home can cut Covid death risk https://t.co/MpiGXytMb3 #Hamas #InternationalNews #worldnews #trendingnews #CovidVaccine,0
69486,Macron is right. No one is safe until everyone is safe @bbc #healthequity #covidvaccine #consumerhealth… https://t.co/OhkkSbi4Be,0
46334,Middle East #pandemic #COVID19. Update: 14-19 Mar. #Bahrain #Egypt #Iran #Iraq #Israel #Kuwait #Qatar #Turkey #UAE… https://t.co/Ulg3moYUq6,0
56092,"Mutation in SARS-CoV-2 Variant Does Not Affect Vaccine: Study
A study on 16 different mutations.… https://t.co/THKkk6ys6J",0
34328,#StopTheMadneszNow. #CovidVaccine ARE NOT FOR CHILDREN.  THOUSAND HAVE HAD SAVERE ADVERSE REACTIONS TO THE VACCINES  !!! https://t.co/9yXyDKFABN,1
23574,"So, in 1947 NYC vaccinated 6 million ppl against a polio outbreak because they had a better healthcare infrastructu… https://t.co/qOIJ033PbG",0
80105,"@TexasGOP RIP. Apley died of COVID. Please get your vaccine.

Yet another instance of the GOP putting politics over their own members lives. This was preventable.

#prolife #COVID19 #CovidVaccine #WearAMask",0
72390,Bloomberg counted up the shots administered in 184 countries and 59 U.S. states and territories https://t.co/uXxrC8A7mx via @bbgvisualdata #COVID19 #CovidVaccine,0
49826,"If you have concerns about receiving your #CovidVaccine and are in Norwich this Saturday (7 August), visit our worry bus to get your questions answered. https://t.co/mQsFgqsHaa",0
26238,"Thank you, Dr. Jerry Floro, APG Board of Directors member and President of Pioneer Medical Group in Lakewood, CA, f… https://t.co/KCWkRtgtKs",0
43102,"If there is war with China again, will border states be asked to buy their own weapons ? #COVID19 #CovidVaccine #COVIDEmergency https://t.co/hHSNi2LIJk",0
66619,"First top 4 groups fully vaccinated (both doses) then only one dose, now removing a million asthmatics from the lis… https://t.co/kHwO2vXs5J",0
76872,"Got my #MLB sticker on my @officialBBWAA card, proving I’ve shown that I’ve been fully vaccinated for the #CovidVaccine. https://t.co/ERj21DvC0w",0
36763,Grateful for the opportunity to get my first dose of  @pfizer vaccine!  Thank you @GovAndyBeshear for quickly rolli… https://t.co/iy64n5zF8i,0
79134,"These phases of this vaccine are bullshit. 
I haven't seen my family in a year and I know two people who have the v… https://t.co/IYq1FWOGlR",1
84022,"In the last 24 hours, Punjab has vaccinated 591,141 citizens at its 662 #CovidVaccine Centres. The total Covid-19 vaccines administered reaches 18,922,725.
#VaccinationInPunjab #Covid19Punjab",0
13714,Subject Expert Committee Likely To Recomend Emergency Use Authorisation For COVISHIELD ( #Oxford/#AstraZeneca ) Vac… https://t.co/FMUFvkbWeS,0
37520,Interested citizens can send their #CNIC numbers to 1166 or visit https://t.co/ECOXw6KF1S for registration.… https://t.co/w02c25qvBw,0
35835,It’s 2022 and there people out there advocating FOR animal research and testing. Good times. #animalresearch #animaltesting #COVIDVACCINE #endanimaltesting,0
46977,@Jackson_Carlaw How can you vaccinate ‘better’? Better technique? Better needles? This would be a good time to shar… https://t.co/bwYWtLXy8f,0
58499,"EXPIRES TODAY! 15% OFF EVERYTHING! 
BUY A HAT, T-SHIRT, COFFEE CUP &amp; MORE FOR YOU &amp; SOMEONE YOU #LOVE 
GO TO &amp;… https://t.co/8nuJQsv0Qh",0
95901,"Tamil Nadu Health Minister Ma. Subramanian said the service would be provided in all the government-run hospitals in 37 districts from Monday onwards

#TamilNadu #TamilNaduHospitals #CovidVaccine #Covid19 #CoronavirusPandemic #VaccinationDrive 

https://t.co/DeTOFBWnN6",0
9243,The public has no rights. It doesn’t exist. Individuals have rights. An individual’s right to make an informed choice is the most basic right. #COVID19 #CovidTesting #CovidVaccine #VaccinePassports #LIBERTY https://t.co/bnGgCXXgDz,1
52980,Dr. Maria Lame @WCMpeds @ED_WCMC &amp; I are thrilled to speak  @WHEDcoSpeaks later today about kids and the #CovidVaccine! @WHEDcoSpeaks serves children &amp; families in multiple amazing programs in the Bronx &amp; founded the Bronx Music Heritage Center! @WCMDiversityCtr https://t.co/UZMCzfmChN,0
98268,"Refused entry into @durhamcathedral because we refused to wear a mask

Heard it's not legally enforcible but I guess it doesn't matter

#Covid leaves you alone if you have a piece of string around your neck

That's what we're going with

#CovidVaccine #Masks",0
56660,#ARMY conducted lecture on #health and #sanitization at remote areas Banihal.  #COVID19 #COVID19nsw #CovidVaccine #coronavirus  #vaccination  #free #freebox #Covid #Viral #Trending #Newsnight #CoronaVirusUpdates @BotJammu #Jammu #healthy #BREAKING #Flowers #lockdownextension https://t.co/bkJo5vE6Tm,0
32337,The Great Australian Gulp - Jane Norman swallowing her way through the #LNPfail spin of the day from Minister For… https://t.co/FJCkm0Jm5P,0
7834,"3 #adjuvants dominated* #covidvaccine development:

2 'pandemic'/dose-sparing: 

- Matrix M (excl to $NVAX)
- AS03… https://t.co/cM7KRbo8Et",0
79202,"Seamless process in getting first #PrecautionaryDose (booster dose) for my parents at @curihospital in #Chennai. Thanks to 
@MoHFW_INDIA @mkstalin @Subramanian_ma @RAKRI1  for all the arrangements.
#CoWIN #CovidVaccine #COVID19",0
56566,"Anti-vaxxer, 28, dies of Covid after tearing off oxygen mask in Italy https://t.co/BSaQ2zcvTQ via @MailOnline #CovidVaccine #COVID19 #antivaxxers 
#GetVaccinatedAndBoosted",0
75996,Now is the time to bring in no fault compensation scheme for individuals. A scheme like that is more likely to boost #CovidVaccine uptake in Aus. Should be a no brainer. By @JulieLeask https://t.co/3iJCacp38n,0
87115,"Had my #CovidVaccine 🌈 I can't thank the #NHS 💙 enough for all they've done for the country over this passed year. Thank you, here's to brighter days ✨",0
30684,"The Vaccines Kill and have Severe Side Effects.  They are covering it up.  Retweet!

#COVID19 #Covid_19 #covidvariant #CovidVaccine #covidvaxexposed #VaccineDeaths #VaccineSideEffects #vaccines #VaccineMandates #vaccination #USA #Biden #Fauci #SupremeCourt #SCOTUS #Booster https://t.co/xCoHukKYvP",1
61707,"Virus Expert Says 5 Things Everyone Should Hear Now

#covidvaccine #coronavirustips #coronavirus #health #news
https://t.co/LwUH957Ssh",0
14455,On March 3rd Kenya received 1.02 million doses💉 of the @AstraZeneca #CovidVaccine and launched landmark national ca… https://t.co/KMnKrRAZBs,0
94353,"Listen to Imam Yunus

He's having his #CovidVaccine 

Because both..

#PfizerVaccine &amp; #oxfordvaccine are PERMISSIB… https://t.co/b7BkLZALVv",0
75549,Seeing so many on Twitter sharing about their young kids getting vaccinated makes me so happy! I remember the excitement when my son was able to get his!!! #VaccinesWork #GetVaccinated #COVIDVaccine,0
74729,"My dad received his first dose of the #COVIDVaccine yesterday. So far, no adverse reactions. He’s been locked at some since March 2020. 🙏🏻",0
27508,Get vaccinated! #COVID19 #CovidVaccine https://t.co/Xmh22n5fWj,0
17428,@drnandiwada @gradydoctor @ABirdMD @ElohoUfomata @UREssien @PennPrimary @PennIMResidents @Eugenia_South Here's another one from the @AAMCtoday  that may help systems/organizations understand why folks are still contemplative about the #CovidVaccine and how to build #Trustworthiness: https://t.co/tUOKFiHVFA,0
14523,Can you blame her? I don’t ! If people wanna be stupid and die let them one less idiot to worry about 🙄🙄#CovidVaccine get yours safe your own damn life so others don’t have to https://t.co/kwIbufe7A9,0
81403,"@mpc_xetts @the_smiggy @ProfessorFerg8 If you don't think the #CovidVaccine #PfizerDocuments data is damning you clearly don't understand the data or the environment in which data is collected, analysed, censored and reported.",0
9052,"Ffs people 🤦‍♂️ 

When you get your #COVID19 #COVIDVaccine schedule the second shot during your first AND DO NOT MISS YOUR APPOINTMENT!

It is crucial that you receive BOTH DOSES to ensure full immunity. https://t.co/v3T2r9WTTb",0
33413,"Everyone listen up. My dad is a research scientist at Pfizer. If he’s 100% confident the vaccine is safe to take, h… https://t.co/lQw1CJ0tMB",0
96758,"This is no mean feat.  It's the #NHS at its excellent finest and the army of volunteers, the military, faith leader… https://t.co/mnhY1leHXO",0
88437,"This is misleading folks. 
One dose of vaccine per person. 
Not the mandatory two doses. 
This means more #COVID19… https://t.co/0S69uxVvKW",1
17065,Boosted. #COVID19 #GetVaccinatedNow #CovidVaccine,0
72329,"#Covishild 
#CovidVaccine to be delivered to 13 destinations today 

@PriyankaJShukla https://t.co/GW4Kq6Wi9n",0
47176,@susan_welch7 The UK have changed their Vaccine damage payment to include Covid Vax's with a £120k one off payment… https://t.co/ht6vPc9FR8,0
44161,"CDC director tells public health officials to be ready to distribute #CovidVaccine by Nov 1, 2 days before… https://t.co/E5FkxVbD2U",0
84023,$ENZC ENZOLYTICS NEWS BIO TECH MERGER . FUNDING FOR SARS 2 #COVIDVACCINE HIV VACCINE TRIALS ON CHIMPS #STOCKS… https://t.co/YetlwBmlHD,0
1664,"Miigwech to the @RedLakeNation and bands of the #MinnesotaChippewaTribe: @WhiteEarthTribe, @millelacsband,… https://t.co/SJbb96vsTr",0
95594,"This Makes You """"Much More"""" Likely to Die, Virus Expert Says

#coronavirustips #news #health #covidvaccine #coronavirus
https://t.co/imstBs2DvE",0
2857,@JonssonLeeanne Together we can do great things. We are encouraging everyone to help those around you who are 60 years &amp; older to register for their safe &amp; free #COVIDVaccine: https://t.co/qj5jjj94GY #UnityInAction https://t.co/Vyn5D3Apou,0
42451,"#COVID19TN
Covid positive cases today in TN 1573 Individuals Tested around 156000 TPR in TN 1.01%. TPR down. TPR yesterday 1.05%. Testing up. Fatality is area of concern. Follow appropriate covid behavior to avoid third wave. #CovidVaccine #COVID19 #DeltaVariant #COVID19nsw https://t.co/9diU60fKK1",0
42442,"Now THIS is Buckeye spirit ❤️ ⭕️-🙌 🌰
#TogetherAsBuckeyes
#InThisTogetherOhio 
#CovidVaccine @TheSchott https://t.co/VOfaAdLf6C",0
75469,"Wow. That’s a gut punch. Glad we both got our @pfizer boosters already. 😷💉🙏
#CovidVaccine #COVID19 https://t.co/X4tU8ry7wd",0
32806,Has the #CovidVaccine been given to all of the football player? If not why are they allowed to do these group hugs?… https://t.co/nlWXORGDM6,0
83059,"Just seen abou kash farooq.. horrible news he had to retire at just 26.. 

Does anybody know if he had the covid vaccine if so this needs to be looked into! there’s way to many young sports stars having to retire these days.. #COVID19 #CovidVaccine #boxing",0
80828,"#science is amazing! #COVIDvaccine #immunesystem #Ivax2protect 
https://t.co/yzmOODAPb5",0
6701,"Protests in Montreal against vaccine passport: What you need to know

#Canada #Montreal #Quebec #COVIDIOTS #Covid_19 #CovidVaccine #news #antivaxxers #bsocialplus

https://t.co/jR18TnPjAU",1
19609,"My youngest got her second #CovidVaccine which means our family is fully vaccinated now. 🥳 

Thank you to @StLukesDuluth for making this so easy and giving us a bit of #hope for a more normal future. #ThisIsOurShot https://t.co/yOtOOuScEN",0
79329,"#CovidVaccine observation: The private sector did its part (creating a vaccine in record time), while the public se… https://t.co/PkpxQUO4V7",0
42359,"Saudi Press|
#SaudiArabia's Foreign Policy Remains Firm in Dealing with Global Events
-
https://t.co/vHxruQYG2Q… https://t.co/SGzkTJrJAy",0
60127,"Stop Doing This or You Could Get Delta, Say Experts

#coronavirustips #coronavirus #health #news #covidvaccine
https://t.co/qG4Wu1u6uv",0
28632,It's my mums #COVIDVaccine day!,0
50654,"These people MUST be watching @foxnews

@foxandfriends @SteveDoocy @pdoocy @TuckerCarlson @seanhannity @IngrahamAngle 

#COVID19 #CovidVaccine #COVIDVaccination #VaccinePassports https://t.co/eIjaiqeqRK",0
22367,"ITV #GMB Richard Gaisford confirmed on 1 February that Sir Tom Moore had NOT been vaccinated, because he had pneumo… https://t.co/rY9EUlkl7w",0
