"X","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media"
1470,"Hong Kong","AMERICAN EXPAT in HONG KONG, person, blogger, dissident, son, brother, friend NOT a 1-man show; FULLY VAXXED + BOOSTED #SIDEEFFECTS BETTER THAN DEATH #COVID",4169,4983,5262,"False",2022-05-23,"CANTONESE/#HONGKONG/#HK news: ONLY PEOPLE TRAVELLING OVERSEAS NEED a 4th dose???!!! (May 24, 2022; 5:30 HKT) #covidVACCINE #HONGKONG #HK","['HONGKONG', 'HK', 'covidVACCINE', 'HONGKONG', 'HK']",0,1,0.25,0.25,"CANTONESEHONGKONGHK news ONLY PEOPLE TRAVELLING OVERSEAS NEED a 4th dose May 24 2022 530 HKT covidVACCINE HONGKONG HK","['cantonesehongkonghk', 'only', 'hongkong']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1680,"USA","Andhravilas Gives you  #Tollywood #Bollywood film News,#AndhraPradesh #Telangana News,#National    #Health #Business  #Trending Visit
https://t.co/vJFjY4CwOT",2606,92,27,"False",2022-05-22,"6-year-old boy falls into borewell in Punjab https://t.co/2xLWdOltCl #Telangana #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #RadheShyam #IndiaCovid #CovidVaccine 

Chandigarh, May 22 - A six-year-old boy of a migrant labourer family fell into a 100-foot-deep abandon…","['Telangana', 'Breakingnews', 'Indiapolitics', 'AndhraPolitics', 'NewsFeed', 'RadheShyam', 'IndiaCovid', 'CovidVaccine']",0,0,0,0,"6yearold boy falls into borewell in Punjab  Telangana Breakingnews Indiapolitics AndhraPolitics NewsFeed RadheShyam IndiaCovid CovidVaccine 

Chandigarh May 22  A sixyearold boy of a migrant labourer family fell into a 100footdeep abandon","['punjab']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1716,"India","Asian News International.Multi-media news agency,content for information platforms:TV,Internet,broadband,newspapers,mobiles https://t.co/QrqluPvffc",280241,0,0,"True",2022-05-22,"India records 2,226 new COVID-19 cases, 65 fatalities

Read @ANI Story | https://t.co/3QLeyyf7K0
#COVID19 #COVID #COVIDvaccine https://t.co/pfsrF9jee4","['COVID19', 'COVID', 'COVIDvaccine']",0.136363636363636,0.454545454545455,0,0,"India records 2226 new COVID19 cases 65 fatalities

Read ANI Story  
COVID19 COVID COVIDvaccine ","['india', 'covid19', 'read ani']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1809,"Boca Raton, FL ","At HealthPointe, our philosophy stands on bettering the health of individuals in our communities to be strong and healthy. Providing Behavioral & Primary Care.",11,137,0,"False",2022-06-01,"👉Primary Healthcare Services For Your Family
•
•
•
•
•
#healthpointe
#bocaratonhealthfacility
#covidvaccine
#covid19testing
#primaryhealthcareboca
#bocaratonfl
#womenshealth
#mentalhealthfacilityboca
#substanceabuse https://t.co/iEED36IQ3W","['healthpointe', 'bocaratonhealthfacility', 'covidvaccine', 'covid19testing', 'primaryhealthcareboca', 'bocaratonfl', 'womenshealth', 'mentalhealthfacilityboca', 'substanceabuse']",0,0,0.444444444444444,0.577777777777778,"Primary Healthcare Services For Your Family





healthpointe
bocaratonhealthfacility
covidvaccine
covid19testing
primaryhealthcareboca
bocaratonfl
womenshealth
mentalhealthfacilityboca
substanceabuse ","['family']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1975,"United States","🌊 Former small town journalist in a Western Town. 🌊
😼 No DMs I'm ugly 
😎 Not a Civil Person
💯 Atheist",2347,3128,227940,"False",2022-05-29,"Konked out this morning. Think I'll just be napping on and off today. Arm very sore, but I expected that as it's what's happened before. 
#COVIDVACCINE","['COVIDVACCINE']",0.05,0.35,-0.2375,0.35,"Konked out this morning Think Ill just be napping on and off today Arm very sore but I expected that as its whats happened before 
COVIDVACCINE","['think ill', 'arm', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1990,"","Florida guy",393,524,59758,"False",2022-05-31,"""""@pfizer has asked a U.S. court to throw out a #whistleblower’s lawsuit on the basis that the company can’t be guilty of #fraud, abuse, and protocol violations in its #COVIDVaccine clinical trials... 
https://t.co/1tZW0e5bUD","['whistleblower', 'fraud', 'COVIDVaccine']",-0.5,1,0,0,"pfizer has asked a US court to throw out a whistleblowers lawsuit on the basis that the company cant be guilty of fraud abuse and protocol violations in its COVIDVaccine clinical trials 
","['us']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,"Blacksburg, VA","No",38,36,2310,"False",2022-05-19,"Virus Expert Just Issued This COVID Update

#coronavirustips #coronavirus #news #health #covidvaccine
https://t.co/SjbeMTFfmE","['coronavirustips', 'coronavirus', 'news', 'health', 'covidvaccine']",0,0,0,0,"Virus Expert Just Issued This COVID Update

coronavirustips coronavirus news health covidvaccine
","['virus', 'expert just issued', 'covid update']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2183,"","Write first, think later",90,296,825,"False",2022-05-21,"@dr_benoy_n_shah One issue before they publish the editorial linking it to #COVID or #CovidVaccine 
There’s the problem with the current academic publishing model…. Still gotta pay them bills 😂","['COVID', 'CovidVaccine']",0,0.2,0.125,0.166666666666667,"drbenoynshah One issue before they publish the editorial linking it to COVID or CovidVaccine 
Theres the problem with the current academic publishing model Still gotta pay them bills ","['covid', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2206,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",40,0,0,"False",2022-06-03,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 06/03 at 11:30AM
FREE Slots 0
PAID Slots 0","['BBMP', 'Bengaluru', 'CovidVaccine']",0.4,0.8,0.2,0.4,"45 BBMP Bengaluru CovidVaccine Availability for 0603 at 1130AM
FREE Slots 0
PAID Slots 0","['bbmp bengaluru', 'free', 'paid']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2317,"Canada","Community-Based Research Centre (CBRC) promotes the health of people of diverse sexualities and genders through research and intervention development.",2633,1453,2500,"False",2022-05-25,"A booster dose improves protection against severe illness. #COVIDVaccine #COVID19 ➡️ https://t.co/FcOhEr9RqC @GovCanHealth @CPHO_Canada https://t.co/y3QH9K9XwY","['COVIDVaccine', 'COVID19']",0,0,0,0,"A booster dose improves protection against severe illness COVIDVaccine COVID19   GovCanHealth CPHOCanada ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2348,"Brantford","",9,127,40,"False",2022-06-03,"Can you imagine a #pharma sponsored infomercial for the #CovidVaccine? It would take quite some time to muscle through all the adverse reactions at the end.","['pharma', 'CovidVaccine']",0,0,0,0,"Can you imagine a pharma sponsored infomercial for the CovidVaccine It would take quite some time to muscle through all the adverse reactions at the end","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2662,"Chicago, Illinois USA","#PEDSICU, #pediatrician, #tweetiatrician. #healthcare quality, #patientsafety expert, outcomes researcher. Tweets are my own opinion.",3471,958,10877,"False",2022-06-01,"@Dr_ScottK Lets not forget to emphasize the pediatric hospitalizations!  Doesn't include our MISC patients. The data just keep getting worse. #CovidVaccine is protective for hospitalizations. Please #vaccinatekids who are eligible. https://t.co/3HFPTmy8Mu","['CovidVaccine', 'vaccinatekids']",-0.4,0.6,0.6,1,"DrScottK Lets not forget to emphasize the pediatric hospitalizations  Doesnt include our MISC patients The data just keep getting worse CovidVaccine is protective for hospitalizations Please vaccinatekids who are eligible ","['drscottk', 'misc', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2677,"","Parody account. 
Not part of any it cell. tweets are independent........... 
Believe in social justice and communal harmony.",2774,633,9004,"False",2022-06-03,"In usa after fda pressured fizer submitted 55000 page of data which included side effects of #CovidVaccine which stated about 1291 adverse effects of vaccine, it's high time GOI should asked serum Institute to do the same. @adarpoonawalla
#pfizerdocuments 
https://t.co/GViqYY1pAz","['CovidVaccine', 'pfizerdocuments']",0.08,0.3325,0.0166666666666667,0.0958333333333333,"In usa after fda pressured fizer submitted 55000 page of data which included side effects of CovidVaccine which stated about 1291 adverse effects of vaccine its high time GOI should asked serum Institute to do the same adarpoonawalla
pfizerdocuments 
","['covidvaccine', 'goi', 'institute']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2694,"Sheridan, WY","The past is a place of reference, not a place of residence; the past is a place of learning, not a place of living.",69,44,3501,"False",2022-05-13,"COVID Symptoms to be Alarmed About Most

#covidvaccine #news #coronavirus #health #coronavirussymptoms #coronavirustips
https://t.co/eKMTkUVBJ2","['covidvaccine', 'news', 'coronavirus', 'health', 'coronavirussymptoms', 'coronavirustips']",0.5,0.5,-0.25,0.25,"COVID Symptoms to be Alarmed About Most

covidvaccine news coronavirus health coronavirussymptoms coronavirustips
","['covid symptoms']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2797,"","The Covid19 """"pandemic""""- The masquerade of health and science that's really a masked-charade.",1304,3803,8573,"False",2022-05-21,"@TwitterSafety 

Which is disinformation?

#COVIDVACCINE (FACT) are identified by Stefan Oelrich as gene therapies...""""are popular"""" ...""""(due to) marketing of the injections as ‘vaccines’..."""", and where the world's leading vax rate is """"Portugal's goal...(of) 85%...now within reach""""","['COVIDVACCINE']",0.2375,0.6375,0.2,0.2,"TwitterSafety 

Which is disinformation

COVIDVACCINE FACT are identified by Stefan Oelrich as gene therapiesare popular due to marketing of the injections as vaccines and where the worlds leading vax rate is Portugals goalof 85now within reach","['twittersafety', 'which', 'covidvaccine', 'stefan oelrich', 'portugals']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2980,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",40,0,0,"False",2022-06-03,"45+ #RURAL #Bengaluru #CovidVaccine Availability for 06/03 at 07:30AM
FREE Slots 0
PAID Slots 0","['RURAL', 'Bengaluru', 'CovidVaccine']",0.2,0.4,0.2,0.4,"45 RURAL Bengaluru CovidVaccine Availability for 0603 at 0730AM
FREE Slots 0
PAID Slots 0","['rural bengaluru', 'free', 'paid']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2998,"Dark Side of The Moon","If yr a #CovidDeciple Move along #MasksDontWork #NoVaccinePassports No #CovidRestrictions #Dystopian #TaxFarm authored by #ClimateChangeCon pen Tipping Pnt Now",558,598,340,"False",2022-05-19,"Caught a glimpse of a Soap tonight

Marlons had a #Stroke 

How very current 

Bet he's fictionally (or realistically) had the poison dart too 

They seem to go hand in glove  #Coronavaccine #Covidvaccine #VaxKILLS #TheVaxScandal #CoronavirusUpdates #BloodClots #HeartAttack","['Stroke', 'Coronavaccine', 'Covidvaccine', 'VaxKILLS', 'TheVaxScandal', 'CoronavirusUpdates', 'BloodClots', 'HeartAttack']",0,0.385,0,0,"Caught a glimpse of a Soap tonight

Marlons had a Stroke 

How very current 

Bet hes fictionally or realistically had the poison dart too 

They seem to go hand in glove  Coronavaccine Covidvaccine VaxKILLS TheVaxScandal CoronavirusUpdates BloodClots HeartAttack","['caught', 'marlons', 'bet', 'coronavaccine covidvaccine', 'vaxkills', 'bloodclots']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3020,"","NHS Chorley and South Ribble Clinical Commissioning Group and NHS Greater Preston Clinical Commissioning Group. Monitored 9:00am-5:00pm, Mon-Fri excl bank hols.",3961,442,402,"False",2022-05-21,"💬 Faheema, 18, has had her #CovidVaccine and urges others to take advantage of the vaccine being so accessible and get their first or next dose.

Need to get your first, second or booster dose? Book or walk in for yours today: https://t.co/6NPOnzfy29 https://t.co/ojRbK6e0YQ","['CovidVaccine']",0.175,0.208333333333333,0.5,0.5," Faheema 18 has had her CovidVaccine and urges others to take advantage of the vaccine being so accessible and get their first or next dose

Need to get your first second or booster dose Book or walk in for yours today  ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3062,"Buffalo, New York","Former advisory commissioner to Mayor McCheese and The Fry Guys. Lover of all things cheese. 🧀",0,5,7,"False",2022-05-22,"Did you or someone you know receive the #COVIDVACCINE and now experience #monkeypox ? You may be #entitled  to a #cash settlement #Covid19 #Covid #MonkeyPox","['COVIDVACCINE', 'monkeypox', 'entitled', 'cash', 'Covid19', 'Covid', 'MonkeyPox']",0,0,0,0,"Did you or someone you know receive the COVIDVACCINE and now experience monkeypox  You may be entitled  to a cash settlement Covid19 Covid MonkeyPox","['covidvaccine', 'covid19 covid']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3213,"Chicago, IL 🇺🇸","A fish that is afraid of drowning in a river is ignorant of its gifts.",67,70,2151,"False",2022-05-20,"The BA.2 Update Everyone Should Hear Now

#news #health #coronavirus #coronavirustips #covidvaccine
https://t.co/qX5MxcGC9B","['news', 'health', 'coronavirus', 'coronavirustips', 'covidvaccine']",0,0,-0.6,0.9,"The BA2 Update Everyone Should Hear Now

news health coronavirus coronavirustips covidvaccine
","['ba2 update']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3378,"","https://t.co/lx7HbDwg68 informs about teen and adult vaccinations including those for COVID-19. https://t.co/lx7HbDwg68 provides reliable info on vaccines.",38,267,9,"False",2022-06-05,"Have questions about #Covid-19 vaccines? @YourVaccineInfo is a place where you can find the latest information and all the answers you have about #vaccination against Covid-19 in English and Spanish. 
Visit us here! https://t.co/ygnkg6MSum
#COVID19Vaccine #YVG #COVIDvaccine","['Covid', 'vaccination', 'COVID19Vaccine', 'YVG', 'COVIDvaccine']",0.166666666666667,0.3,0.05,0.15,"Have questions about Covid19 vaccines YourVaccineInfo is a place where you can find the latest information and all the answers you have about vaccination against Covid19 in English and Spanish 
Visit us here 
COVID19Vaccine YVG COVIDvaccine","['covid19', 'yourvaccineinfo', 'covid19', 'english', 'spanish', 'covid19vaccine']",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,"California, USA","Believe in #science, promote #education #nutrition #exercise #HealthyLiving #HealthAndWellness & empower #PositiveThinking #selflove. RT≠endorsement",61,44,52,"False",2022-05-19,"Trajectory of long covid symptoms after covid-19 vaccination: community based cohort study https://t.co/QL8iBI0Ey2 #COVID19 #COVIDVACCINE #vaccine #VaccinesWork #LongCovid","['COVID19', 'COVIDVACCINE', 'vaccine', 'VaccinesWork', 'LongCovid']",-0.05,0.4,0,0,"Trajectory of long covid symptoms after covid19 vaccination community based cohort study  COVID19 COVIDVACCINE vaccine VaccinesWork LongCovid","['covid19', 'vaccineswork']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3546,"","சங்கே முழங்கு சங்கே முழங்கு
சங்கே முழங்கு சங்கே முழங்கு

எங்கள் வாழ்வும் எங்கள் வளமும்
மங்காத தமிழென்று சங்கே முழங்கு சங்கே முழங்கு
எங்கள் வாழ்வும் எங்கள் வளமும",225,672,8258,"False",2022-05-29,"@jamewils What About Places where copies of #Aadhar card collected for #COVIDVACCINE  Purpose? Official Data is Telling that this Much People Got Vaccinated as on Today. https://t.co/mvhGhSXJX9","['Aadhar', 'COVIDVACCINE']",0.2,0.2,0,0,"jamewils What About Places where copies of Aadhar card collected for COVIDVACCINE  Purpose Official Data is Telling that this Much People Got Vaccinated as on Today ","['aadhar', 'covidvaccine purpose']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",39,0,0,"False",2022-05-20,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 20/05 at 10:00AM
FREE Slots 
#COVISHIELD - Dose1:103, Dose2:1
PAID Slots 0","['RURAL', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",0.2,0.4,0.2,0.4,"1844 RURAL Bengaluru CovidVaccine Availability for 2005 at 1000AM
FREE Slots 
COVISHIELD  Dose1103 Dose21
PAID Slots 0","['rural bengaluru', 'free slots', 'covishield dose1103 dose21']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3764,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",40,0,0,"False",2022-06-03,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 06/03 at 08:00AM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:753, Dose2:150","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",0.2,0.4,0.2,0.4,"1844 URBAN Bengaluru CovidVaccine Availability for 0603 at 0800AM
FREE Slots 0
PAID Slots 
COVISHIELD  Dose1753 Dose2150","['urban bengaluru', 'free', 'paid slots', 'covishield dose1753 dose2150']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3769,"","English & American, wife, mother, nana of 2, Alzheimer's daughter/caregiver, managing the chaos I love!!
Gettr: @YorkshireLass64",1011,1075,63549,"False",2022-05-13,"@_curiousskeptic @SammieJack3 UK has a £120,000 payout already on the books for #vaccineinjury. I wonder if anyone has been compensated for the #COVIDVACCINE yet? https://t.co/niMOBCaUBB","['vaccineinjury', 'COVIDVACCINE']",0,0,0.260416666666667,0.2,"curiousskeptic SammieJack3 UK has a 120000 payout already on the books for vaccineinjury I wonder if anyone has been compensated for the COVIDVACCINE yet ","['sammiejack3', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3811,"Planet Earth","Fan of science, data, and evidence-based decision-making. 🌊 #BidenHarris #StandWithUkraine 🇺🇦#ArrestTheInsurrectionists",1934,2859,50029,"False",2022-05-23,"@Hopewenttodie After rejecting the life-saving #COVIDVaccine it sounds like they’re apparently opting for an implanted fertilization tracker? The party of “personal liberty &amp; small government” my ass!
Just one more example of #GOPHypocrisy","['COVIDVaccine', 'GOPHypocrisy']",0.059375,0.3875,0,0,"Hopewenttodie After rejecting the lifesaving COVIDVaccine it sounds like theyre apparently opting for an implanted fertilization tracker The party of personal liberty amp small government my ass
Just one more example of GOPHypocrisy","['hopewenttodie', 'gophypocrisy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3934,"Durham; English speaking world","Author of 4 books: The Clouds Still Hang: #truestory of a #gay man’s life. #Apostrophe Catastrophe: just ONE rule. A Little Book of #Islam: intro guide.",5472,5508,8395,"False",2022-05-30,"Where do the #power of the #state end and the #rights of #individuals begin? In this short #essay I summarise some #philosphy and #political thought on this with particular reference to #COVIDVaccine. #freedom #liberty #libertarian  https://t.co/WgYyrFmm9S https://t.co/JMHO4fI1kq","['power', 'state', 'rights', 'individuals', 'essay', 'philosphy', 'political', 'COVIDVaccine', 'freedom', 'liberty', 'libertarian']",0.0555555555555556,0.244444444444444,0.114583333333333,0.541666666666667,"Where do the power of the state end and the rights of individuals begin In this short essay I summarise some philosphy and political thought on this with particular reference to COVIDVaccine freedom liberty libertarian   ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4139,"How to make Miracles PREDICTABLE ➽","Believe in your infinite potential. Your only limitations are those you set upon yourself.",108,171,3179,"False",2022-05-13,"Dr. Fauci Says “Be Ready” For These Things to Happen

#news #coronavirus #covidvaccine #coronavirussymptoms #coronavirustips #dr.fauci #health
https://t.co/VlmWfm2PnW","['news', 'coronavirus', 'covidvaccine', 'coronavirussymptoms', 'coronavirustips', 'dr', 'health']",0.2,0.5,0,1,"Dr Fauci Says Be Ready For These Things to Happen

news coronavirus covidvaccine coronavirussymptoms coronavirustips drfauci health
","['fauci says be ready']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4173,"","Cyclist- Feminist- Interested in all things Toronto- Love my #Brompton 
#safestreets - #VisionZeroTO #todeadlystreets #CompleteStreets #ZeroWaste",785,674,22459,"False",2022-06-02,"The best Counter-Protest.... 
 #CovidVaccine #VaccinesWork https://t.co/TGVVQKetVh","['CovidVaccine', 'VaccinesWork']",1,0.3,0.375,0.55,"The best CounterProtest 
 CovidVaccine VaccinesWork ","['vaccineswork']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
