"X","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media"
693,"","اكتب رداً فيه حسابنا وكلمة رتب. Mention @rattibha on threads with Unroll...Serving all languages, ALL FREE 💚",285561,7,1401,"False",2021-10-07,"@strongworldinm1 Hi, Your thread is ready to read. (1/n)  The #AstraZeneca #CovidVaccine is contaminated with human proteins/peptides:  https://t.co/rhuPKG6Nh0 
Have a good day!","['AstraZeneca', 'CovidVaccine']",0.358333333333333,0.4,0.4,0.8,"strongworldinm1 Hi Your thread is ready to read 1n  The AstraZeneca CovidVaccine is contaminated with human proteinspeptides   
Have a good day","['astrazeneca']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
777,"Kent, UK","Microbiologist, biochemist & molecular geneticist by training. Now COO for a medical education provider. Returning  user after  absence. All views are my own.",4,48,48,"False",2021-10-02,"@eltonofficial @NHSEngland @themichaelcaine Thanks for putting a smile into a serious matter. Together we can beat this. #CovidVaccine","['CovidVaccine']",0.0555555555555556,0.322222222222222,0.195833333333333,0.333333333333333,"eltonofficial NHSEngland themichaelcaine Thanks for putting a smile into a serious matter Together we can beat this CovidVaccine","['nhsengland']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
811,"","Physics Lecturer In a Post Graduate College",34,169,8944,"False",2021-10-01,"#Brazilian President @jairbolsonaro wrote a letter to #Indian PM @narendramodi; 
And Requed for 2 million doses of… https://t.co/B2Y0qjMUNg","['Brazilian', 'Indian']",0,0,0,0,"Brazilian President jairbolsonaro wrote a letter to Indian PM narendramodi 
And Requed for 2 million doses of ","['brazilian', 'indian', 'requed']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,"","I am The Elvis Cup Guy
#TheElvisCupGuy",135,319,103,"False",2021-10-07,"#JacksonWang
Are you bored at home because of the #coronavirus 
#CovidVaccine #Corona ?
#Shorts 
Check out my latest YouTube video 
 #Elvis Presley """"The Elvis Cup Guy Show"""" #10 LIVE CHAT 1977 Concert #trending
https://t.co/fruGEA2Nc2 via @YouTube","['JacksonWang', 'coronavirus', 'CovidVaccine', 'Corona', 'Shorts', 'Elvis', 'trending']",0.0454545454545454,0.8,0,0,"JacksonWang
Are you bored at home because of the coronavirus 
CovidVaccine Corona 
Shorts 
Check out my latest YouTube video 
 Elvis Presley The Elvis Cup Guy Show 10 LIVE CHAT 1977 Concert trending
 via YouTube","['jacksonwang', 'covidvaccine corona shorts check', 'youtube', 'elvis presley', 'live', 'youtube']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1037,"","Certified Athletic Trainer.
Die-hard Cubs fan.
Wife.
Aunt.
Step-mom.",42,405,5454,"False",2021-10-02,"My grandma got her first #COVIDVaccine today!! Happy tears, lots of happy tears!","['COVIDVaccine']",0.730208333333333,0.777777777777778,0,0,"My grandma got her first COVIDVaccine today Happy tears lots of happy tears","['happy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,"Bolton, UK","I have a nice car, nice house, nice children, nice pension BUT I have Multiple Sclerosis & it never gets easier so spare me the lecture on how to live my life!",1561,2535,8094,"False",2021-10-01,"So when does an #MSer get the #CovidVaccine ? Maybe that’s why I can’t sleep as it’s been playing on my mind so muc… https://t.co/6ukdx4CsUA","['MSer', 'CovidVaccine']",0,0,0.428409090909091,0.75,"So when does an MSer get the CovidVaccine  Maybe thats why I cant sleep as its been playing on my mind so muc ","['covidvaccine maybe']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,"New Delhi, India","Official Account of All India News. Mainly focused on Defense, Strategic and External Affairs.",38,5,0,"False",2021-09-11,"96 countries recognised Covishield, Covaxin: Health Minister Mandaviya

#CovidVaccine https://t.co/muOgvXZA2L","['CovidVaccine']",0,0,0.0833333333333333,0.216666666666667,"96 countries recognised Covishield Covaxin Health Minister Mandaviya

CovidVaccine ","['covishield covaxin', 'mandaviya covidvaccine']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,"CHO | DMV | BOS","Critical Care/ID physician at @UVA &🦉@Owl_Peak Co-founder. I tweet about #COVID19 & health equity + the occasional dad joke. Tweets = me. Pronounced “TY-son”",8118,564,7248,"False",2021-10-02,"What I saw was exhausted staff. B/c they are the only local @cvspharmacy offering the #COVIDVaccine, their phone li… https://t.co/aKKn2ehLDP","['COVIDVaccine']",-0.133333333333333,0.566666666666667,0,0.4625,"What I saw was exhausted staff Bc they are the only local cvspharmacy offering the COVIDVaccine their phone li ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,"Dublin City, Ireland","Part of @hselive 🇮🇪 ATM supporting #COVIDVaccine rollout by providing training & clinical advice to vaccinators https://t.co/oUE1PaUIyH",6303,1053,9363,"True",2021-10-07,"A reminder to watch our short video showing how to landmark and administer into the deltoid using the intramuscular injection technique.

Watch it here ➡️ https://t.co/NpQQe6OexY 

#ForUsAll #COVIDVaccine","['ForUsAll', 'COVIDVaccine']",0,0.3,0.25,0.25,"A reminder to watch our short video showing how to landmark and administer into the deltoid using the intramuscular injection technique

Watch it here   

ForUsAll COVIDVaccine","['forusall']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,"London","Suspended account @MoodyBlues85 | Censorship is Real | Greek Gooner | Scamdemic Sceptic | KBF | Masks Off",449,1153,616,"False",2021-10-02,"""""#Pfizer is unable to provide a completion date for the ongoing clinical trial.."""". Dear happy clappy #Covid19UK… https://t.co/VoptXIhsA1","['Pfizer', 'Covid19UK']",0.15,0.75,0,0,"Pfizer is unable to provide a completion date for the ongoing clinical trial Dear happy clappy Covid19UK ","['pfizer', 'covid19uk']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1182,"","California | New York | Karachi 🌉🌃 Baruch👨‍🎓| Snap Inc. 👻",59,207,157,"False",2021-10-02,"You work from home and you still got vaccinated? There’s something wrong with this system. #COVIDVaccine","['COVIDVaccine']",-0.5,0.9,0.136363636363636,0.454545454545455,"You work from home and you still got vaccinated Theres something wrong with this system COVIDVaccine","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1228,"","Ask a Covid vaccine expert anything (Are you a 👩‍🔬? DM to get involved) Part of @UN Verified https://t.co/MqFPw7oTiI #teamhalo 
Media: 📧 kathryn@teamhalo.org",4148,422,446,"True",2021-09-12,"New data on myocarditis after #Covid19 vaccine explained by @drsiyabmd

#TeamHalo #CovidVaccine #VaccinesWork #VaccinesSaveLives https://t.co/n7UDpaoTnR","['Covid19', 'TeamHalo', 'CovidVaccine', 'VaccinesWork', 'VaccinesSaveLives']",0.136363636363636,0.454545454545455,0,0,"New data on myocarditis after Covid19 vaccine explained by drsiyabmd

TeamHalo CovidVaccine VaccinesWork VaccinesSaveLives ","['new', 'covid19', 'teamhalo']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1234,"","Penn State Grad, Maple Leafs fan, infrastructure and marketing guy.  Let’s be positive on here!",60,118,5155,"False",2021-10-02,"We were able to find him an appointment at a @GiantFoodStores pharmacy 40 miles and two counties away.  Staff there… https://t.co/cUitZ8GY9r","[]",0.5,0.625,0.284090909090909,0.545454545454545,"We were able to find him an appointment at a GiantFoodStores pharmacy 40 miles and two counties away  Staff there ","['giantfoodstores']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1257,"Grimsby, England","Senior Nurse, Frailty @NHSNlag",122,161,865,"False",2021-10-02,"Another busy and rewarding day at the @NHSNLaG vaccination hub today. Great to meet people from different sectors a… https://t.co/VdzIsIyC7b","[]",0.35,0.6625,0,0,"Another busy and rewarding day at the NHSNLaG vaccination hub today Great to meet people from different sectors a ","['nhsnlag', 'great']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1377,"New York, USA","Author | Johns Hopkins MAPHB candidate | Public Health & Disability Rights Activist | Contact Tracer NYSDOH | HHA | #WritingCommunity #amwriting #DeafTalent",1948,1867,5009,"False",2021-10-01,"Good morning everyone! I’m going to be doing a live tweet of my vaccine experience today!
.
On Friday I received wo… https://t.co/1yqT5wK90b","[]",0.522727272727273,0.55,0,0.0666666666666667,"Good morning everyone Im going to be doing a live tweet of my vaccine experience today

On Friday I received wo ","['good']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1378,"Gujrat - Lahore, Pakistan","A Pakistani Patriot | Muslim by Birth | IT Professional | Bibliophile & Technophile | Follower of Pleasant Personalities",208,186,26,"False",2021-10-04,"@nhsrcofficial Income tax payers should be vaccinated first. They are only 2.8 million. If something happens to the… https://t.co/QkdbYWqawQ","[]",0.125,0.666666666666667,0.416666666666667,0.533333333333333,"nhsrcofficial Income tax payers should be vaccinated first They are only 28 million If something happens to the ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1471,"Chennai, India","English language newspaper by the Daily Thanthi Group",7106,419,148,"True",2021-10-01,"Ahead of #COVID19 vaccines roll out in India, PM @narendramodi is set to hold a virtual meeting with CMs of all sta… https://t.co/UYkfvzXK3T","['COVID19']",0,0,0,0,"Ahead of COVID19 vaccines roll out in India PM narendramodi is set to hold a virtual meeting with CMs of all sta ","['covid19', 'india', 'cms']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1475,"Belfast","What would Ken Lee do ?",194,328,1570,"False",2021-10-07,"Double jabbed #CovidVaccine https://t.co/bs7Xtcu8Gc","['CovidVaccine']",0,0,0,0,"Double jabbed CovidVaccine ","['double', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1537,"phoenix, az","#Canadian🇨🇦, B in #LGBT, #Cat lady, #WWENXT #MST3K, ❤️ #horror, #WWE, good music & bad movies, fibromyalgia #depression, I wonder if there's beer on the sun",3529,4627,88221,"False",2021-10-04,"I hate talking with my mom. Whole discussion she thinks #CovidVaccine is SO dangerous (I’ve had it and I’m fine).… https://t.co/kIpt7dQNQ0","['CovidVaccine']",-0.4,0.733333333333333,5.55111512312578e-17,0.633333333333333,"I hate talking with my mom Whole discussion she thinks CovidVaccine is SO dangerous Ive had it and Im fine ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1538,"Canada","fisherman ,father, born in nazaré Portugal 🇵🇹🇨🇦🇵🇹🇨🇦
Canada is home!!!",27,505,1351,"False",2021-10-04,"@winstarvander @Veroscribe Give it up! Stop trying to change the conversation! You are a #Racist #EssexOntario… https://t.co/8LOATDz7sl","['Racist', 'EssexOntario']",0,0,0,0,"winstarvander Veroscribe Give it up Stop trying to change the conversation You are a Racist EssexOntario ","['veroscribe', 'racist']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1609,"Liverpool, England","Junior Doctor | BMBS BSc(Hons) | ASIT NW Foundation Ambassador",36,104,46,"False",2021-10-02,"If you get the opportunity, please say YES to the #COVIDVaccine 🦠💉 https://t.co/AlFbEAh7FW","['COVIDVaccine']",0,0,0,0,"If you get the opportunity please say YES to the COVIDVaccine  ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1639,"Mumbai, Maharashtra","Niranta Hotel, Mumbai's first Transit hotel offers travelers from across the globe a place to stop by and relax & bask in the comfort of great hospitality.",475,2292,884,"False",2021-10-02,"#CovidVaccine was transported to #afganistan by #Mumbai, Delhi, Kabul flights.
#COVID19 #vaccine #Mumbaiairport… https://t.co/iO4FH7kp0j","['CovidVaccine', 'afganistan', 'Mumbai', 'COVID19', 'vaccine', 'Mumbaiairport']",0,0,0.383333333333333,0.361111111111111,"CovidVaccine was transported to afganistan by Mumbai Delhi Kabul flights
COVID19 vaccine Mumbaiairport ","['covidvaccine', 'mumbai delhi kabul', 'covid19']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1667,"Easthampton, MA","He/Him. ⚖️City Councilor At-Large, Easthampton, Massachusetts. 🩺NCCPA PA Ambassador. 🎭 🏆dad jokes 🎸Springsteen fan and Swifty",267,570,4091,"False",2021-10-02,"Massachusetts and America need more reliable access to COVID 19 vaccines.  We need to vaccinate our teachers if we… https://t.co/c8b3CEXZcN","[]",0.5,0.5,0,0,"Massachusetts and America need more reliable access to COVID 19 vaccines  We need to vaccinate our teachers if we ","['massachusetts', 'america', 'covid']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1727,"London, England","Bond trading, economics and more.
Retweets are not endorsement",324,289,401,"False",2021-10-02,"Not sure how to interpret the data, but slightly worried about the spike in infections in #Israel over the last cou… https://t.co/bCMeCw1vAz","['Israel']",-0.138888888888889,0.374074074074074,0.5,0.5,"Not sure how to interpret the data but slightly worried about the spike in infections in Israel over the last cou ","['israel']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1746,"Luton, England","Head of Marketing & Comms @ https://t.co/RhcoRQEmtm @LutonTown Fan | P.A to my dog Millie",158,334,868,"False",2021-10-02,"Feeling optimistic about the future #COVIDVaccine https://t.co/KmBCShcSmr","['COVIDVaccine']",0,0.125,0,0,"Feeling optimistic about the future COVIDVaccine ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1787,"Philadelphia, PA","Hard cider, food, travel & Earth loving geek, mommy & amateur photographer. 

All opinions and posts are mine alone.
She/Her/Hers/Ms.",296,971,6721,"False",2021-09-11,"If you are complying with mask mandates, but allow exemptions, and you state that """"quite a few"""" of the families have these exemptions, how is that complying?   #WearAMask #CovidVaccine #COVID19 https://t.co/pOGqsfmQ2t","['WearAMask', 'CovidVaccine', 'COVID19']",-0.2,0.1,0.0194444444444444,0.580555555555556,"If you are complying with mask mandates but allow exemptions and you state that quite a few of the families have these exemptions how is that complying   WearAMask CovidVaccine COVID19 ","['wearamask']",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1891,"","An exclusive Health and Wellness Emagazine that covers Hospitals, Doctors, Medicine, Health News, Nutrition, Diet Tips, and real life stories of wellbeing",18,246,54,"False",2021-10-04,"@dw_wissenschaft Are you safe after taking single dose of Covid-19 vaccine?Expert Dr S Narayani, Fortis hospital.… https://t.co/6z1KccRInu","[]",0.214285714285714,0.357142857142857,0.2,0.3,"dwwissenschaft Are you safe after taking single dose of Covid19 vaccineExpert Dr S Narayani Fortis hospital ","['covid19', 'narayani fortis']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1939,"St. Louis, MO & Mattapan, MA","Humanities Ph.D. (2013). Lived in St. Louis, MO from Aug. 2013 - Aug. 2017. Falo português. Hablo español. M' pale kreyòl. #BlackLivesMatter #FergusonFrontline",1364,798,79503,"False",2021-10-02,"Hi. I ride public transit and work a frontline job where I have contact with 100s of people daily. I also have MS +… https://t.co/lRJGxKnp7e","[]",0,0.0333333333333333,-0.21,0.18,"Hi I ride public transit and work a frontline job where I have contact with 100s of people daily I also have MS  ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999,"ÜT: 39.970357,-83.049841","Television news anchor in Columbus, OH. Emcee, host, mentor for young women interested in journalism and an advocate of Girl Power.",14730,657,5256,"True",2021-10-02,"Got questions about the #COVIDVaccine? We have health experts standing by. Call 614-212-6949 until 6:30pm to get an… https://t.co/vZXtvt4vVt","['COVIDVaccine']",0,0,0.175,0.45,"Got questions about the COVIDVaccine We have health experts standing by Call 6142126949 until 630pm to get an ","['got', 'call']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2003,"#IsThisYours?","Student. Academic. Feminist. Iconoclast. Enjoys a respectful debate. #ClimateChangeIsReal.",71,317,2251,"False",2021-10-07,"Rich countries... you lying b*stards. You never cared for the poor nations anyway. 
#VaccineForAll #CoViDVaccine #VaccinesWork 
https://t.co/MjMZWRoZ5H","['VaccineForAll', 'CoViDVaccine', 'VaccinesWork']",-0.0125,0.675,0.25,0.35,"Rich countries you lying bstards You never cared for the poor nations anyway 
VaccineForAll CoViDVaccine VaccinesWork 
","['rich', 'vaccineforall']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,"","Nutrition, Fitness, Wellness Transformations
#lowinsulinemic #lowcarb #IF & Extended Fasting Proponent
#eatRight #OptimizeLife",94,145,6877,"False",2021-10-01,"#COVID19

Q Whats dream buy of #2021
A #CovidVaccine

Q Whats most awaited &amp; bought item in the world which is half… https://t.co/ST0uyf5bsb","['COVID19', 'CovidVaccine']",0.5,0.5,0,0,"COVID19

Q Whats dream buy of 2021
A CovidVaccine

Q Whats most awaited amp bought item in the world which is half ","['covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,"","People of the world are being attacked by the super-rich ENEMIES OF THE PEOPLE.
They make each country implement anti-human social policies = WORLD DEBT RESET.",938,592,4138,"False",2021-10-01,"UPDATE: 

Just after finishing this post I discovered another two deaths being investigated as linked to the Pfizer… https://t.co/RuU0Z6ibA0","[]",0,0,0.0333333333333333,0.0666666666666667,"UPDATE 

Just after finishing this post I discovered another two deaths being investigated as linked to the Pfizer ","['update', 'just', 'pfizer']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2066,"","",526,1168,20561,"False",2021-10-02,"Did Greg hunt *object to the premise of question?* he JUST (insulted?) media asking legitimate question
 """"why R U u… https://t.co/WZrbLmMPxM","[]",0,0,0,0,"Did Greg hunt object to the premise of question he JUST insulted media asking legitimate question
 why R U u ","['did', 'greg', 'just', 'r u']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,"","Senior Lecturer in General Practice | Consultant in Primary Care | St Helens CCG Governing Body | Editor @ PLOS | x13 Ironman finisher | Ex terra lucem",1201,1458,1938,"False",2021-10-07,"My talk from the @edgehill_HRI Festival of Ideas on ‘Recovery and Renewal: The Future of Primary Care Research’

https://t.co/NOF5p4xX56 

#COVID19 #TeamGP #NHS #CovidVaccine #1care #pandemic #inversecarelaw #marmmot #strengthenprimarycare","['COVID19', 'TeamGP', 'NHS', 'CovidVaccine', '1care', 'pandemic', 'inversecarelaw', 'marmmot', 'strengthenprimarycare']",0.2,0.3125,0.225,0.5,"My talk from the edgehillHRI Festival of Ideas on Recovery and Renewal The Future of Primary Care Research

 

COVID19 TeamGP NHS CovidVaccine 1care pandemic inversecarelaw marmmot strengthenprimarycare","['edgehillhri festival', 'ideas', 'renewal', 'future', 'care research', 'covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2177,"","Finder bot of CVS & Rite Aid #Vaccine appointments in Virginia.",1824,20,314,"False",2021-10-04,"29 CVS locations show #CovidVaccine slots in VA:
Abingdon
Bedford
Blacksburg
Charlottesville
Chatham
Chesapeake
Cla… https://t.co/cY7T1cXvDO","['CovidVaccine']",0,0,0,0,"29 CVS locations show CovidVaccine slots in VA
Abingdon
Bedford
Blacksburg
Charlottesville
Chatham
Chesapeake
Cla ","['covidvaccine', 'va abingdon bedford blacksburg']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2285,"","He/Him. Gay. White. Ginger. Single. Bear. Of a “certain age”. Retired 80s """"radio"""" personality. Anti-racist. One of the original #proudboys Out since '86.",23,101,1954,"False",2021-10-04,"10 Apr 2021: Just got the text! Booked in for my first #CovidVaccine shot at Rexall tomorrow morning! Feeling grate… https://t.co/qxQuUZ1HnU","['CovidVaccine']",0.3125,0.333333333333333,0.186904761904762,0.423809523809524,"10 Apr 2021 Just got the text Booked in for my first CovidVaccine shot at Rexall tomorrow morning Feeling grate ","['rexall']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2290,"","No tax cheats, fair economy, fully funded public NHS, fair Education, public owned rail, build 1stx homes, fair social care, no illegal wars,no nuclear, no list",4061,5001,40751,"False",2021-10-02,"@velocirapture23 @OmShanti1504 I think you’re being a tad disingenuous? No one is saying that the vaccines are a pa… https://t.co/FbYLf7OFH8","[]",0,0,0.34047619047619,0.485714285714286,"velocirapture23 OmShanti1504 I think youre being a tad disingenuous No one is saying that the vaccines are a pa ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2367,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",35,0,0,"False",2021-09-12,"18-44 #URBAN #Bengaluru #CovidVaccine Availability for 09/12 at 01:00PM
FREE Slots 0
PAID Slots 
#COVISHIELD - Dose1:812, Dose2:553
#COVAXIN - Dose1:507, Dose2:507
#SPUTNIKV - Dose1:97, Dose2:89","['URBAN', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'SPUTNIKV']",0.2,0.4,0.2,0.4,"1844 URBAN Bengaluru CovidVaccine Availability for 0912 at 0100PM
FREE Slots 0
PAID Slots 
COVISHIELD  Dose1812 Dose2553
COVAXIN  Dose1507 Dose2507
SPUTNIKV  Dose197 Dose289","['urban bengaluru', 'free', 'paid slots', 'covishield dose1812 dose2553', 'dose197 dose289']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
