"X","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media"
1488,"𝐂𝐚𝐬𝐡 𝐄𝐧𝐞𝐫𝐠𝐢𝐳𝐞𝐫  ➔","If you're horrible to me, I'm going to write a song about it, and you won't like it. That's how I operate.",98,91,2719,"False",2022-11-05,"Virus Expert Just Warned of Possible New Surge

#covidvaccine #coronavirus #news #health
https://t.co/0squhCa5YM","['covidvaccine', 'coronavirus', 'news', 'health']",0.0681818181818182,0.727272727272727,-1,1,"Virus Expert Just Warned of Possible New Surge

covidvaccine coronavirus news health
","['virus', 'expert just warned', 'possible new']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",40,0,0,"False",2022-11-01,"45+ #URBAN #Bengaluru #CovidVaccine Availability for 11/01 at 09:30AM
FREE Slots 0
PAID Slots 0","['URBAN', 'Bengaluru', 'CovidVaccine']",0.2,0.4,0.2,0.4,"45 URBAN Bengaluru CovidVaccine Availability for 1101 at 0930AM
FREE Slots 0
PAID Slots 0","['urban bengaluru', 'free', 'paid']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1759,"Lahore, Pakistan","Retweets are not Endorsements. Alhamdulilah True Pakistani",883,953,11784,"False",2022-11-01,"@Asad_Umar My family got vaccination at home. Services on our door steps. Positive approach from Govt. Well done all health workers
#CovidVaccine
#PakistanMovingForward","['CovidVaccine', 'PakistanMovingForward']",0.227272727272727,0.545454545454545,0.35,0.65,"AsadUmar My family got vaccination at home Services on our door steps Positive approach from Govt Well done all health workers
CovidVaccine
PakistanMovingForward","['asadumar my', 'govt well', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1921,"A Planet Needing Our Help","former crisis counselor + health professional | vegan 🌱 celiac | traveling sustainably | living intentionally | humane compassion | climate action",324,1037,2520,"False",2022-11-01,"So important to remind ourselves of this if we start to think there's wiggle room to relax our efforts. | #Covid_19 #covidvariant #covidvaccine #boosterjab #boostervaccine #boostershots #boostershot https://t.co/LXvUsBjr5t","['Covid_19', 'covidvariant', 'covidvaccine', 'boosterjab', 'boostervaccine', 'boostershots', 'boostershot']",0.4,1,0.0666666666666667,0.0666666666666667,"So important to remind ourselves of this if we start to think theres wiggle room to relax our efforts  Covid19 covidvariant covidvaccine boosterjab boostervaccine boostershots boostershot ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2192,"India","Bengaluru & Karnataka's leading news daily for over 73 years. Authentic, definitive, and fresh: like your morning filter coffee. Got a story? Tweet or DM us.",88276,151,1429,"True",2022-11-02,"#WHO chief Ghebreyesus was speaking during a visit to Afrigen Biologics and Vaccines, which has produced the first mRNA #Covidvaccine made in Africa using Moderna's sequence.

#Covid19Pandemic https://t.co/lFal1pB0Np","['WHO', 'Covidvaccine', 'Covid19Pandemic']",0.25,0.333333333333333,0.266666666666667,0.416666666666667,"WHO chief Ghebreyesus was speaking during a visit to Afrigen Biologics and Vaccines which has produced the first mRNA Covidvaccine made in Africa using Modernas sequence

Covid19Pandemic ","['ghebreyesus', 'afrigen biologics', 'vaccines', 'mrna covidvaccine', 'africa', 'modernas']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,"Melbourne, Victoria","",170,248,84683,"False",2022-11-01,"I read that 1 in 19 Australians have gotten Covid. This is after 95% vaccination rate. Was the Pfizer efficacy data true? 

#Omicron #australia #COVID19 #CovidVaccine","['Omicron', 'australia', 'COVID19', 'CovidVaccine']",0.35,0.65,0,0,"I read that 1 in 19 Australians have gotten Covid This is after 95 vaccination rate Was the Pfizer efficacy data true 

Omicron australia COVID19 CovidVaccine","['covid', 'pfizer', 'omicron', 'covid19']",0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2369,"How to make Miracles PREDICTABLE ➽","Participate in a $1000 Bitcoin Giveaway! 🎉
🏆 https://t.co/f3MeNlFa3e",120,135,3246,"False",2022-11-05,"Virus Experts Warn This Could Happen Next

#coronavirus #news #health #coronavirustips #covidvaccine
https://t.co/E94Jkw9GlQ","['coronavirus', 'news', 'health', 'coronavirustips', 'covidvaccine']",0,0,0,0,"Virus Experts Warn This Could Happen Next

coronavirus news health coronavirustips covidvaccine
","['virus', 'experts warn']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",38,0,0,"False",2022-11-05,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 11/05 at 01:00PM
FREE Slots 
#COVISHIELD - Dose1:104, Dose2:1
PAID Slots 0","['RURAL', 'Bengaluru', 'CovidVaccine', 'COVISHIELD']",0.2,0.4,0.2,0.4,"1844 RURAL Bengaluru CovidVaccine Availability for 1105 at 0100PM
FREE Slots 
COVISHIELD  Dose1104 Dose21
PAID Slots 0","['rural bengaluru', 'free slots', 'covishield dose1104 dose21']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2407,"","Interests: Intellectual Property, arbitration, music, art, a dash of politics and simple jokes",191,457,1458,"False",2022-11-08,"Looking forward to share the panel! our work talks about Vaccine's IP and access to health @LunaManciniB @lauravidal_vc 
From our IP research group at @IIJUNAM #IP #vaccines #accesstohealth #CovidVaccine @StanfordLaw https://t.co/ERr6RWEYMo","['IP', 'vaccines', 'accesstohealth', 'CovidVaccine']",0,0,0.15,0.378571428571429,"Looking forward to share the panel our work talks about Vaccines IP and access to health LunaManciniB lauravidalvc 
From our IP research group at IIJUNAM IP vaccines accesstohealth CovidVaccine StanfordLaw ","['vaccines ip', 'lunamancinib', 'iijunam', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2571,"How to make Miracles PREDICTABLE ➽","Believe in your infinite potential. Your only limitations are those you set upon yourself.",108,171,3179,"False",2022-11-05,"If You Work Here, Get Vaccinated """"or Else""""

#health #covidvaccine #news #coronavirus #coronavirustips
https://t.co/YH7SwSFOtd","['health', 'covidvaccine', 'news', 'coronavirus', 'coronavirustips']",0,0,0,1,"If You Work Here Get Vaccinated or Else

health covidvaccine news coronavirus coronavirustips
","['get vaccinated', 'else']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2644,"Chandigarh","Official Twitter handle of The Tribune, North India’s oldest and most trusted newspaper, published from Chandigarh, India. https://t.co/QQ5bS8UQEL",141995,310,109,"True",2022-11-01,"More than 9 lakh ‘precaution doses’ of #Covidvaccine administered on first day https://t.co/XkW4kfZvO2","['Covidvaccine']",0.375,0.416666666666667,0.5,0.5,"More than 9 lakh precaution doses of Covidvaccine administered on first day ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2758,"North West, England","Writer at The Word and Critique Archives. Socialist. LFC/Exeter City/Chiefs/Dallas Cowboys/Lancs CCC fan. Non-practising Jew. OPPOSES TORIES AND DETESTS ZIONISM",2313,1893,31764,"False",2022-11-01,"The UK had its highest #Covid19 daily death-toll since February last year yesterday, with 379 succumbing. Get your #CovidVaccine ASAP, if you haven't already.

(Had my third dose during Christmas week.)

#CovidUK #Covid","['Covid19', 'CovidVaccine', 'CovidUK', 'Covid']",0,0.0222222222222222,0,0,"The UK had its highest Covid19 daily deathtoll since February last year yesterday with 379 succumbing Get your CovidVaccine ASAP if you havent already

Had my third dose during Christmas week

CovidUK Covid","['uk', 'covidvaccine', 'coviduk covid']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2865,"Ottawa, ON, Canada","Paediatricians, advocates for child/youth health and well-being. Journal: Paediatrics & Child Health 
En français : @SocCanPediatrie
Parent info: @CaringforKids",12900,1153,5739,"True",2022-11-01,"Almost half of kids 5-11 in Canada have received at least one dose of #CovidVaccine
Advice from a trusted clinician matters. For info on talking to families about vaccines, visit our website: https://t.co/AiQ5cw2xqK https://t.co/8ORtErlJXY","['CovidVaccine']",-0.233333333333333,0.283333333333333,0,0,"Almost half of kids 511 in Canada have received at least one dose of CovidVaccine
Advice from a trusted clinician matters For info on talking to families about vaccines visit our website  ","['canada', 'covidvaccine']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2968,"Anywhere and Everywhere","Pwning people on all sides of the political spectrum. Left, Right - doesn't matter. #Bitcoin #CryptoCurrency",285,815,692,"False",2022-11-01,"I see the Trending Section also seconds as a Venn Diagram. #CovidVaccine #COVID19 #Money https://t.co/6ic8rYifsL","['CovidVaccine', 'COVID19', 'Money']",0,0,0.0952380952380952,0.211904761904762,"I see the Trending Section also seconds as a Venn Diagram CovidVaccine COVID19 Money ","['trending', 'venn diagram']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3059,"Australia","Supports struggle of people in every country in their war against the takeover of their nation by THE NEW WORLD ORDER, that is, the super-rich & their banks.",809,914,1840,"False",2022-11-01,"DJOKOVIC IS A HERO!

He is an anti-globalist in his own country and here as well.

Why else would he be arrested??

#auspol 
#CovidVaccine 
#KBF https://t.co/bLzbK4hkrE","['auspol', 'CovidVaccine', 'KBF']",0.6,1,0.136363636363636,0.454545454545455,"DJOKOVIC IS A HERO

He is an antiglobalist in his own country and here as well

Why else would he be arrested

auspol 
CovidVaccine 
KBF ","['djokovic', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3248,"CLINTWOOD, VA 🇺🇸","Respect other people's feelings. It might mean nothing to you, but it could mean everything to them.",78,25,2993,"False",2022-11-05,"I’m a Doctor and Beg You Be Careful Entering Here Still

#coronavirus #coronavirustips #covidvaccine #news #health
https://t.co/FgKIKPUK63","['coronavirus', 'coronavirustips', 'covidvaccine', 'news', 'health']",-0.1,1,-0.25,0.583333333333333,"Im a Doctor and Beg You Be Careful Entering Here Still

coronavirus coronavirustips covidvaccine news health
","['careful entering']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,"Edmonton","4forTexas",1611,2088,6876,"False",2022-11-01,"U.S. advises against travel to Canada as COVID hospitalizations hit critical levels https://t.co/GKxFMfIHCk #COVID19 #CovidTesting #CovidVaccine #COVID19AB #covid #CoronavirusUpdates #coronavirus #Corona #VaccineMandate #VaccinePassports #VaccineDeaths #yyz #yvr #yyc #yeg #yow","['COVID19', 'CovidTesting', 'CovidVaccine', 'COVID19AB', 'covid', 'CoronavirusUpdates', 'coronavirus', 'Corona', 'VaccineMandate', 'VaccinePassports', 'VaccineDeaths', 'yyz', 'yvr', 'yyc', 'yeg', 'yow']",0,0.8,0,0,"US advises against travel to Canada as COVID hospitalizations hit critical levels  COVID19 CovidTesting CovidVaccine COVID19AB covid CoronavirusUpdates coronavirus Corona VaccineMandate VaccinePassports VaccineDeaths yyz yvr yyc yeg yow","['us', 'canada', 'covid', 'covid19', 'coronavirusupdates', 'corona', 'vaccinemandate']",0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3448,"england","I am a campaigning kind of person.
I would ideally like to be sponsored to do some sponsored/promoted tweets,could save some public money if such were possible",404,51,64953,"False",2022-11-06,"long #Covid is a result of not having #COVIDVACCINE https://t.co/fdjzPZgB5Z","['Covid', 'COVIDVACCINE']",-0.05,0.4,0.3,0.693333333333333,"long Covid is a result of not having COVIDVACCINE ","['covid', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,"","Scientist, lecturer & father. Whistleblower.
I've published over 100 peer-reviewed papers (e.g. NEJM, The Lancet, PNAS). 
I care about your health.
https://t.co/TYGQImPR83",58058,78,1912,"False",2022-11-02,"Extensive cerebral venous sinus thrombosis after the 1st dose of the #CovidVaccine (Pfizer-BioNTech): https://t.co/VgG5II8Mlr
A 28-year-old woman. https://t.co/gPFPxwgpex","['CovidVaccine']",0,0.333333333333333,0,0,"Extensive cerebral venous sinus thrombosis after the 1st dose of the CovidVaccine PfizerBioNTech 
A 28yearold woman ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,"Mumbai, India","Bringing fastest and safest Ambulances at your doorstep across Mumbai, Bangalore, Pune & Delhi 🚑 Our 24x7 Helpline 📞88222 88222 🚨 Donation Link in Bio",1090,140,859,"True",2022-11-01,"Here's us hoping to hear news like that more often.
#news #CovidVaccine https://t.co/oCrOm6eOww","['news', 'CovidVaccine']",0.5,0.5,0,0,"Heres us hoping to hear news like that more often
news CovidVaccine ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,"India","One of India's largest media companies. Latest news from around the world. Retweets are not endorsements",8357743,151,2918,"True",2022-11-01,"At least one million healthcare and frontline workers, and senior citizens with comorbidities were inoculated with the third dose of a #COVIDVaccine.

(Reports @RamblingBrook) 
https://t.co/SHVjFLM7RJ","['COVIDVaccine']",-0.15,0.2,0.5,0.9,"At least one million healthcare and frontline workers and senior citizens with comorbidities were inoculated with the third dose of a COVIDVaccine

Reports RamblingBrook 
","['covidvaccine reports']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3699,"Bengaluru, India","Hourly updates on FREE and PAID 18+ and 45+ vaccine slot availability across #Bengaluru BBMP,URBAN & RURAL",40,0,0,"False",2022-11-01,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 11/01 at 03:00PM
FREE Slots 
#COVISHIELD - Dose1:104, Dose2:99
#COVAXIN - Dose1:101, Dose2:100
PAID Slots 
#COVISHIELD - Dose1:49, Dose2:47","['RURAL', 'Bengaluru', 'CovidVaccine', 'COVISHIELD', 'COVAXIN', 'COVISHIELD']",0.2,0.4,0.2,0.4,"1844 RURAL Bengaluru CovidVaccine Availability for 1101 at 0300PM
FREE Slots 
COVISHIELD  Dose1104 Dose299
COVAXIN  Dose1101 Dose2100
PAID Slots 
COVISHIELD  Dose149 Dose247","['rural bengaluru', 'free slots', 'covishield dose1104 dose299', 'slots covishield dose149 dose247']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3729,"","Power is being centralized by the politicians, the global corporations and the oligarchy. It's a conspiracy fact, not a theory.",218,343,4059,"False",2022-10-09,"BREAKING! The U.K stops #covidvaccine for ages under 15 yo!
https://t.co/B6njpiT4GS

Could this be because the dramatic increase in excess deaths in this age group? Judge for yourself, official source https://t.co/0NKYHhDPnM https://t.co/JoOAovOcMT","['covidvaccine']",-0.433333333333333,0.6,0,0,"BREAKING The UK stops covidvaccine for ages under 15 yo


Could this be because the dramatic increase in excess deaths in this age group Judge for yourself official source  ","['uk']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3848,"LA MESA, CA","you not wanting me was the beginning of me wanting myself thank you 🇺🇸",62,43,2920,"False",2022-11-05,"Virus Expert Says COVID Symptoms Usually Appear in This Order

#coronavirustips #news #coronavirus #covidvaccine #health #coronavirussymptoms
https://t.co/tZE2Sslo7u","['coronavirustips', 'news', 'coronavirus', 'covidvaccine', 'health', 'coronavirussymptoms']",-0.25,0.25,0,0,"Virus Expert Says COVID Symptoms Usually Appear in This Order

coronavirustips news coronavirus covidvaccine health coronavirussymptoms
","['virus', 'expert says']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3923,"𝘛𝘩𝘪𝘴 𝘽𝙡𝙤𝙘𝙠𝙨 𝘶𝘴 𝘧𝘳𝘰𝘮 𝙢𝙖𝙣𝙞𝙛𝙚𝙨𝙩𝙞𝙣𝙜 𝘵𝘩𝘦 𝘭𝘪𝘷𝘦𝘴 𝘸𝘦 𝘸𝘢𝘯𝘵 ➔","",84,65,3154,"False",2022-11-05,"I’m a Virus Expert and Most People Catch COVID This Way Now

#news #covidvaccine #coronavirussymptoms #health #coronavirustips #doctors #coronavirus
https://t.co/87bBjUeWHd","['news', 'covidvaccine', 'coronavirussymptoms', 'health', 'coronavirustips', 'doctors', 'coronavirus']",0.5,0.5,0,0,"Im a Virus Expert and Most People Catch COVID This Way Now

news covidvaccine coronavirussymptoms health coronavirustips doctors coronavirus
","['virus expert', 'catch covid']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3926,"","Intuitive researcher #Literature #DivineFeminine. #AAPI
#Indigenous 
#BlackLivesMatter #Ecofeminism
#AntiWar
#BioIntegrity vs.#BioColonialism",453,1711,8452,"False",2022-11-01,"#Deltacron 

I'm calling it. Another (like #Omicron) of the #Synvariants made in a lab, likely using data extracted from #Covidtesting, and not by accident. 

#CovidAgenda #Covidvaccine #Biosurveillance 

https://t.co/eZpAeWaPV4","['Deltacron', 'Omicron', 'Synvariants', 'Covidtesting', 'CovidAgenda', 'Covidvaccine', 'Biosurveillance']",0,1,0,0,"Deltacron 

Im calling it Another like Omicron of the Synvariants made in a lab likely using data extracted from Covidtesting and not by accident 

CovidAgenda Covidvaccine Biosurveillance 

","['deltacron', 'omicron', 'synvariants', 'covidagenda covidvaccine biosurveillance']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4476,"USA","Andhravilas Gives you  #Tollywood #Bollywood film News,#AndhraPradesh #Telangana News,#National    #Health #Business  #Trending Visit
https://t.co/vJFjY4CwOT",2595,93,27,"False",2022-11-02,"'Withdraw or we will quash it': SC to UP govt on recovery notices against anti-CAA protestors https://t.co/Yei0lfOUwQ #RahulGandhi #Breakingnews #Indiapolitics #AndhraPolitics #NewsFeed #Lockdown #CovidVaccine 

New Delhi, Feb 11 - The Supreme Court on Friday pulled up Uttar P…","['RahulGandhi', 'Breakingnews', 'Indiapolitics', 'AndhraPolitics', 'NewsFeed', 'Lockdown', 'CovidVaccine']",0.136363636363636,0.454545454545455,0,0,"Withdraw or we will quash it SC to UP govt on recovery notices against antiCAA protestors  RahulGandhi Breakingnews Indiapolitics AndhraPolitics NewsFeed Lockdown CovidVaccine 

New Delhi Feb 11  The Supreme Court on Friday pulled up Uttar P","['anticaa', 'rahulgandhi breakingnews indiapolitics', 'delhi feb', 'supreme court', 'uttar p']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,"AUSTRALIA","BDLISH APPAREL.
Online store opening soon in 2022.
 Follow  us on Instagram https://t.co/jGLp0Ot6ia…",61,60,2727,"False",2022-11-04,"lol should come with a warning 🚨 """"Paid Promotion"""" 
 #covid_19australia #covid #CovidVaccine #NWO https://t.co/WZ4u4qaaS4","['covid_19australia', 'covid', 'CovidVaccine', 'NWO']",0.8,0.7,0,0,"lol should come with a warning  Paid Promotion 
 covid19australia covid CovidVaccine NWO ","['paid promotion', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4643,"United Kingdom","Caseworker | Mama | Creator | Dreamer | Conservative | All Views My Own | 🥰 .. The future belongs to those who believe in the beauty of their dreams .. 🥰",1793,477,11834,"False",2022-11-01,"@drhjefferson @YojimboTony """"It cites new evidence showing the risk of #myocarditis in young men &amp; boys is up to 14x higher after vaccination than after infection."""" And this is EXACTLY why my teenage son hasn't been vaccinated as of yet! #MoreResearch #CovidVaccine #Children #COVID19 https://t.co/CrfQNXh6Gd https://t.co/fuaIYtR3j9","['myocarditis', 'MoreResearch', 'CovidVaccine', 'Children', 'COVID19']",0.147272727272727,0.320909090909091,0.3,0.5625,"drhjefferson YojimboTony It cites new evidence showing the risk of myocarditis in young men amp boys is up to 14x higher after vaccination than after infection And this is EXACTLY why my teenage son hasnt been vaccinated as of yet MoreResearch CovidVaccine Children COVID19  ","['exactly']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
