"X","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media"
220,"Melbourne, Victoria","librocubicularist, Bibliophagist, Epeolatry.",219,383,39834,"False",2021-12-03,"He lied, again. If the airlines will only accept vaccinated passengers, how is the half price rort going to work?… https://t.co/aJbHa8sJMT","[]",-0.0833333333333333,0.583333333333333,0,0,"He lied again If the airlines will only accept vaccinated passengers how is the half price rort going to work ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,"","Missouri

Follow me to 🇺🇸 own the libz! 🇺🇸",4,71,164,"False",2021-12-01,"Does anyone else find it suspicious that we don't have the choice of an #opensource vaccine!? And is the chip ARM b… https://t.co/4IlDbr6Sd1","['opensource']",0,0,0.75,1,"Does anyone else find it suspicious that we dont have the choice of an opensource vaccine And is the chip ARM b ","['does', 'arm']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,"Chennai","India's Leading Analytics as a Service Provider for Small Businesses #analytics #DataAnalytics #WebAnalytics #SocialAnalytics #SearchAnalytics",4,6,2,"False",2021-11-26,"@BNODesk you can see latest Covid confirmed and active @Analytics_IN #Covid #CovidVaccine #DataAnalytics https://t.co/gvFPDxeeup","['Covid', 'CovidVaccine', 'DataAnalytics']",0.255555555555556,0.833333333333333,-0.25,0.4,"BNODesk you can see latest Covid confirmed and active AnalyticsIN Covid CovidVaccine DataAnalytics ","['covid', 'analyticsin covid']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,"Ontario ca. 1791","Canada's Arctic really is warming 3x faster ... than the surface of Neptune's moon
#onxit #onpoli #LiberalBlackfaceMatters",288,326,22416,"False",2021-12-04,"You are taking an EXPERIMENTAL medical procedure and will LOSE your Life Insurance. #COVIDIOTS #CovidVaccine https://t.co/bkopYrDeqF","['COVIDIOTS', 'CovidVaccine']",0.05,0.2,0.2,0.2,"You are taking an EXPERIMENTAL medical procedure and will LOSE your Life Insurance COVIDIOTS CovidVaccine ","['experimental']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
303,"London, UK","Prof of Renal Med @ImperialCollege @ImperialNHS @womeninnephro exec. Moved by lupus nephritis,pregnancy & kidney disease, health inequity, kindness.Views my own",6835,4232,50514,"False",2021-12-01,"A cheering thread: with permission from Vaccine Task Force, &amp; as part of @UKCICstudy to assess immunity post… https://t.co/yFPDVAscJ1","[]",0,0,0.6,1,"A cheering thread with permission from Vaccine Task Force amp as part of UKCICstudy to assess immunity post ","['vaccine task force', 'ukcicstudy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
306,"San Francisco, CA","Co-founder & CEO @Jthereum1",1741,271,5375,"False",2021-12-03,"COVID-19 Vaccines: Global Challenges &amp; Prospects 16 Recommendations https://t.co/iwkSKotid0 #CovidVaccine #vaccine… https://t.co/klw8kp4Zar","['CovidVaccine', 'vaccine']",0,0,0,0,"COVID19 Vaccines Global Challenges amp Prospects 16 Recommendations  CovidVaccine vaccine ","['covid19', 'vaccines global challenges', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
327,"Planet Earth","",552,1575,22289,"False",2021-11-26,"Let’s get together safely this Thanksgiving.  COVID-19 vaccines are available for everyone 5 years and older.

#GetVaccinatedNow #VaccinesWork #VaccinesSaveLives #VaccinesForAll #Covid_19 #CovidVaccine https://t.co/nQohWv8rCY","['GetVaccinatedNow', 'VaccinesWork', 'VaccinesSaveLives', 'VaccinesForAll', 'Covid_19', 'CovidVaccine']",0.355555555555556,0.411111111111111,0,0,"Lets get together safely this Thanksgiving  COVID19 vaccines are available for everyone 5 years and older

GetVaccinatedNow VaccinesWork VaccinesSaveLives VaccinesForAll Covid19 CovidVaccine ","['getvaccinatednow', 'covid19 covidvaccine']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348,"","6 weeks premature, semi professional photographer, all round good guy and superhero.",34,406,602,"False",2021-12-04,"@ladbible When will @GOVUK  learn .......take a look how it should have been done from #singapore, 30 death .....ov… https://t.co/FYx7XO3Kz4","['singapore']",0,0,0.2,0.366666666666667,"ladbible When will GOVUK  learn take a look how it should have been done from singapore 30 death ov ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375,"🏳️‍⚧️","coole kids haben kein vaterland ☮ 
nsfw: @vampqueen_jpg",200,48,45964,"False",2021-11-18,"wear your mask, keep your distance and get the FUCKING VACCINE

#Covid_19 #COVID19 #CovidVaccine https://t.co/528SAzAPUf","['Covid_19', 'COVID19', 'CovidVaccine']",-0.6,0.8,0,0,"wear your mask keep your distance and get the FUCKING VACCINE

Covid19 COVID19 CovidVaccine ","['fucking', 'covid19 covid19']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,"Guwahati, India","This is the official twitter handle of National Health Mission (NHM) Assam",20897,56,1016,"False",2021-12-02,"#LargestVaccineDrive 

Smt. Nimati Boro, Nagrijuli ICDS, #Baksa District shares her experience after getting the… https://t.co/Spm1KWeClp","['LargestVaccineDrive', 'Baksa']",0,0,0,0,"LargestVaccineDrive 

Smt Nimati Boro Nagrijuli ICDS Baksa District shares her experience after getting the ","['nimati boro nagrijuli', 'baksa district']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,"Birmingham, England","public servant - medical leadership, medical engagement, urgent and emergency care all interests amongst many others",1965,707,28311,"False",2021-12-01,"This should be a very proud moment for India 

What is really stupid is having a massive crowd, many scientists I p… https://t.co/Gk1GFl3xIb","[]",0.175,0.875,0.125,0.141666666666667,"This should be a very proud moment for India 

What is really stupid is having a massive crowd many scientists I p ","['india']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,"Varanasi, India","☺
IIM|| MBA||
TRAVELING|| 
CHAI/COFFEE|| 
MARKETING||
POTTERHEAD ⚡",65,144,1127,"False",2021-12-04,"@PMOIndia @MoHFW_INDIA @narendramodi @WHO @drharshvardhan #CoWIN
#CovidVaccine #covidvaccinescam
Today I registered… https://t.co/rYbxhcIA2a","['CoWIN', 'CovidVaccine', 'covidvaccinescam']",0,0,0,0,"PMOIndia MoHFWINDIA narendramodi WHO drharshvardhan CoWIN
CovidVaccine covidvaccinescam
Today I registered ","['pmoindia', 'mohfwindia', 'who', 'cowin']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,"Nottingham, England","PR, Digital, Comms & Marketing Specialist. Former Radio Breakfast Newsreader. Dog mum, obsessive skier and lover of wine and the countryside. 🎿 🐶 🍷 🥾",1091,838,21399,"False",2021-11-15,"Got my booster Covid vaccine today. I'm all dosed up, lovely staff and super quick turn around and I got a sticker 🙌 #CovidVaccine #Pfizer https://t.co/GX1NzlN3g7","['CovidVaccine', 'Pfizer']",0.388888888888889,0.638888888888889,0,0,"Got my booster Covid vaccine today Im all dosed up lovely staff and super quick turn around and I got a sticker  CovidVaccine Pfizer ","['covid', 'covidvaccine pfizer']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
494,"Spain","'Spain in English' is for anyone living in Spain, visiting Spain, or anyone with an interest in what’s happening & what’s on in Spain. Editor @tjparfitt",3702,1988,220,"False",2021-12-02,"Spain started the second phase of its three-phase Covid-19 Vaccination Strategy this week. Full details of the sequ… https://t.co/TsljAWMx9C","[]",0.175,0.275,0,0,"Spain started the second phase of its threephase Covid19 Vaccination Strategy this week Full details of the sequ ","['spain', 'covid19 vaccination strategy']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,"Walton-on-Thames, Surrey","Independent Speech and Language Therapist working with adults in Surrey.  These are my  own thoughts.",59,175,38,"False",2021-12-04,"@SyHeartlandsCCG It has been 11 weeks and 1 day since I had my first #CovidVaccine and noone has contacted me or is… https://t.co/HCJfRhRstO","['CovidVaccine']",0.25,0.333333333333333,0.3,0.5625,"SyHeartlandsCCG It has been 11 weeks and 1 day since I had my first CovidVaccine and noone has contacted me or is ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
504,"US","News collective of researchers at work documenting unrests and protests in the world. Anywhere Anytime justice for people. 
DM for report and Cooperation",4602,1886,2578,"False",2021-11-14,"China has the strongest rules about coronavirus and covid19.
#china #COVID19 #CovidVaccine #coronavirus #Corona #coronapas #vaccine #NoVaccinePassports https://t.co/bZRylJUqDn","['china', 'COVID19', 'CovidVaccine', 'coronavirus', 'Corona', 'coronapas', 'vaccine', 'NoVaccinePassports']",0,0,0,0,"China has the strongest rules about coronavirus and covid19
china COVID19 CovidVaccine coronavirus Corona coronapas vaccine NoVaccinePassports ","['china', 'covid19', 'corona']",0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,"USA","Andhravilas Gives you  #Tollywood #Bollywood film News,#AndhraPradesh #Telangana News,#National    #Health #Business  #Trending Visit
https://t.co/vJFjY4CwOT",2579,93,26,"False",2021-11-22,"Deploy state officials to motivate people for full vaccination: Mandaviya https://t.co/BXbgZBTB0E #Mamata #Breakingnews #Tndiapolitics #AndhraPolitics #Aryan #NewsFeed #CovidVaccine #ktr 

New Delhi, Nov 22 - Union Health Minister Mansukh Mandaviya on Monday urged the states t…","['Mamata', 'Breakingnews', 'Tndiapolitics', 'AndhraPolitics', 'Aryan', 'NewsFeed', 'CovidVaccine', 'ktr']",0.243181818181818,0.502272727272727,0,0,"Deploy state officials to motivate people for full vaccination Mandaviya  Mamata Breakingnews Tndiapolitics AndhraPolitics Aryan NewsFeed CovidVaccine ktr 

New Delhi Nov 22  Union Health Minister Mansukh Mandaviya on Monday urged the states t","['deploy', 'mandaviya mamata breakingnews', 'andhrapolitics aryan', 'new delhi', 'union', 'mansukh mandaviya']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
541,"Saint Louis, MO","🐕 🐕 💍 🍻",215,609,9079,"False",2021-12-03,"If you’re in the #STL metro and eligible for a #covidvaccine, I would love to help. I have no special connections,… https://t.co/LrOGUX5iyK","['STL', 'covidvaccine']",0.160714285714286,0.585714285714286,0,0,"If youre in the STL metro and eligible for a covidvaccine I would love to help I have no special connections ","['stl']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,"","",4,36,0,"False",2021-11-24,"Efforts to curb the spread of Covid gains momentum as over 80% of Americans 12 and older have received shots.

https://t.co/p3nyk72cxO    

#covid #covid_19 #covidvaccine #covidupdate","['covid', 'covid_19', 'covidvaccine', 'covidupdate']",0.166666666666667,0.333333333333333,0,0,"Efforts to curb the spread of Covid gains momentum as over 80 of Americans 12 and older have received shots

    

covid covid19 covidvaccine covidupdate","['covid']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595,"Shropshire","Responsible for local healthcare services in Shropshire, Telford and Wrekin. Account not monitored 24/7.",4988,790,1207,"False",2021-11-18,"If you're eligible for a third primary #CovidVaccine dose because you are immunosuppressed, you'll be invited by your GP Practice to have yours. 

Your third primary dose should usually be at least eight weeks after your second dose.

Find out more here 👇
https://t.co/iJ9JMAFGkd https://t.co/uwMePCpllu","['CovidVaccine']",0.142857142857143,0.271428571428571,0.1,0.275,"If youre eligible for a third primary CovidVaccine dose because you are immunosuppressed youll be invited by your GP Practice to have yours 

Your third primary dose should usually be at least eight weeks after your second dose

Find out more here 
 ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
676,"Rio Grande Valley, TX","Texans Recovering Together - Crisis Counseling Program 
Email: txcovidrecovery@ttbh.org
Office: M-F 8am-5pm (956)520-8900
24 Hour Crisis Hotline: 833-986-1919",125,533,55,"False",2021-11-23,"COVID-19 Vaccination Clinic happening TODAY, November 23rd at the STC Pecan Campus until 12pm. #TexansRecoveringTogether #McAllenTx #HidalgoCounty #RGV #COVID19 #COVID19Vaccine #CovidVaccine #STCPecanCampus #BoosterShots #FluShots https://t.co/SLFqv44ioi","['TexansRecoveringTogether', 'McAllenTx', 'HidalgoCounty', 'RGV', 'COVID19', 'COVID19Vaccine', 'CovidVaccine', 'STCPecanCampus', 'BoosterShots', 'FluShots']",0,0,0,0,"COVID19 Vaccination Clinic happening TODAY November 23rd at the STC Pecan Campus until 12pm TexansRecoveringTogether McAllenTx HidalgoCounty RGV COVID19 COVID19Vaccine CovidVaccine STCPecanCampus BoosterShots FluShots ","['covid19 vaccination', 'stc pecan campus']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
724,"","#together #virology #blues #arsenal #wewillwinthiswar #usforthem #scamdemic",3746,2869,1972,"False",2021-11-13,"All the vaxxers queuing up, waiting in anticipation for their jab with excitement and suddenly, someone gets a bad reaction. #Covid19UK #coronavirusuk #CovidVaccine https://t.co/LRGwWREumD","['Covid19UK', 'coronavirusuk', 'CovidVaccine']",-0.35,0.583333333333333,0,0,"All the vaxxers queuing up waiting in anticipation for their jab with excitement and suddenly someone gets a bad reaction Covid19UK coronavirusuk CovidVaccine ","['covid19uk', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
726,"United States","Bipartisan network of state and district education leaders. Sharing diverse solutions working locally and sustaining a pipeline of diverse leaders nationally.",16315,1887,8251,"False",2021-12-03,"As part of @TheCOVIDCollab, we're pleased to share new PSAs from former U.S. presidents and first ladies, encouragi… https://t.co/9sBJRmRZeF","[]",0.221590909090909,0.446969696969697,0,0,"As part of TheCOVIDCollab were pleased to share new PSAs from former US presidents and first ladies encouragi ","['us']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,"Austin, TX","Litigation attorney at Lloyd Gosselink Rochelle & Townsend, PC. Views are my own. Retweets are not endorsements (unless the retweet concerns the Oxford comma).",59,98,447,"False",2021-12-02,"Everyone who reports to me that they have gotten a shot—whether friends, family, clients, or business associates—ju… https://t.co/IDUT2MmnpR","[]",0,0,0.6,1,"Everyone who reports to me that they have gotten a shotwhether friends family clients or business associatesju ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
739,"London, UK","Prof of Renal Med @ImperialCollege @ImperialNHS @womeninnephro exec. Moved by lupus nephritis,pregnancy & kidney disease, health inequity, kindness.Views my own",7042,4373,52438,"False",2021-12-02,"@ClaraDay13 @NHSBSolCCG @uhbtrust @dspcx @NeillDuncan3 Well a teeny bit competitive 😘but truthfully - all just good… https://t.co/gg51WZSiLn","[]",0.5,0.5,0.6,1,"ClaraDay13 NHSBSolCCG uhbtrust dspcx NeillDuncan3 Well a teeny bit competitive but truthfully  all just good ","['claraday13', 'nhsbsolccg', 'neillduncan3']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,"Tristan da Cunha","Immunity: Natural/Pure Blood
Vaccination Status:  Uncompromised
Not an Anti-vaxxer, just an 'Anti-Experimental'  so called vax kinda guy!",630,900,5580,"False",2021-11-14,"Who would have thought that the vaccines won't prevent DEATH in hospitalised covid patients..  ? 

I'm shocked ( yeah, not really )

#auspol #COVID19Vic #COVID19Aus #COVIDVaccine #COVID19 #auspol2021 #CovidUK #covid19sa #covid19nsw #covid19qld #covid19wa #covid19nt #covid19tas https://t.co/yG1UBLkExw https://t.co/9249RWNg3t","['auspol', 'COVID19Vic', 'COVID19Aus', 'COVIDVaccine', 'COVID19', 'auspol2021', 'CovidUK', 'covid19sa', 'covid19nsw', 'covid19qld', 'covid19wa', 'covid19nt', 'covid19tas']",-0.4,0.5,0,0,"Who would have thought that the vaccines wont prevent DEATH in hospitalised covid patients   

Im shocked  yeah not really 

auspol COVID19Vic COVID19Aus COVIDVaccine COVID19 auspol2021 CovidUK covid19sa covid19nsw covid19qld covid19wa covid19nt covid19tas  ","['death', 'im', 'covid19vic', 'coviduk']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
768,"Birmingham, AL","Women's health. Posts for eductional purposes only. Consult healthcare provider for medical advice. Following/being followed and RT do not equal endorsement.",92,31,16,"False",2021-12-04,"Does the #COVIDvaccine affect your fertility? Your unborn baby? Dr. Warner Huh (UAB OB-GYN Dept. Chairmen) and Mate… https://t.co/rW1Iyt3tnD","['COVIDvaccine']",0,0,0,0.416666666666667,"Does the COVIDvaccine affect your fertility Your unborn baby Dr Warner Huh UAB OBGYN Dept Chairmen and Mate ","['covidvaccine', 'warner huh', 'mate']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
800,"Los Angeles","Former CA and NY Area Field Director @BernieSanders Street roots community political organizer, Los Angeles CA LewisMyersM@gmail.com lewismyers@TwoEightFive.org",1018,104,1361,"False",2021-12-01,"Reporting on the catastrophic #coronavirus Pandemic, @CNN reporter, who now is basically a war correspondent,… https://t.co/eKRmibZzGO","['coronavirus']",0,0,0,0.05,"Reporting on the catastrophic coronavirus Pandemic CNN reporter who now is basically a war correspondent ","['pandemic cnn']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,"Los Angeles, CA","Product developer (Inventor) living, laughing, sarcastic in the moment. If tweets @anyidea isn't on your twitter then your twitter isn't really on! Satire",9721,8704,1425,"False",2021-12-03,"#Biden signs COVID-19 stimulus bill ahead of prime-time speech https://t.co/9edeFMTyZ8 #COVID19 #Corona… https://t.co/L9I33tYIVT","['Biden', 'COVID19', 'Corona']",0,0,0.175,0.5,"Biden signs COVID19 stimulus bill ahead of primetime speech  COVID19 Corona ","['biden', 'covid19', 'covid19 corona']",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
857,"Frankfort Ky/ St Petersburg Fl","3x Small Business #Entrepreneur #womaninbiz spreading my wings from Ky to St Pete Stay tuned 4 my next biz endeavour! ❤️Faith|People|Oceans|#amwriting",10089,9572,130581,"False",2021-12-03,"“People return stronger in all the broken places” ❤️😢 #CovidVaccine #COVID19 #wewillrise #StrongerTogether https://t.co/MMFK7Qke8c","['CovidVaccine', 'COVID19', 'wewillrise', 'StrongerTogether']",-0.4,0.4,-0.125,0.2,"People return stronger in all the broken places  CovidVaccine COVID19 wewillrise StrongerTogether ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
871,"","Writer. Catholic. Mental Health. Contributor @GoodSauceNews, @SpectatorOz. Blog linked below. Can also support me@ https://t.co/sJFskwTZ9U",1181,517,79714,"False",2021-12-07,"Join me in signing petition EN2753 - No Mandatory #COVID19 vaccination:

https://t.co/R35KuyrG6V

It’s quick and easy and what we need to do to fight back against medical tyranny in this nation. 

#auspol #vaccine #CovidVaccine https://t.co/rIDaWgsgxY","['COVID19', 'auspol', 'vaccine', 'CovidVaccine']",0.191666666666667,0.333333333333333,-0.05,0.15,"Join me in signing petition EN2753  No Mandatory COVID19 vaccination



Its quick and easy and what we need to do to fight back against medical tyranny in this nation 

auspol vaccine CovidVaccine ","['en2753 no']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
905,"","Writer. Catholic. Mental Health. Contributor @GoodSauceNews, @SpectatorOz. Blog linked below. Can also support me@ https://t.co/sJFskwTZ9U",1182,517,79715,"False",2021-12-07,"I'm not so sure we can really be calling this """"rare"""" anymore when it's occurring far too often.

#auspol #COVID19 #CovidVaccine #vaccine https://t.co/1TJecmW2OK","['auspol', 'COVID19', 'CovidVaccine', 'vaccine']",0.275,0.747222222222222,-0.05,0.15,"Im not so sure we can really be calling this rare anymore when its occurring far too often

auspol COVID19 CovidVaccine vaccine ","['covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,"North Tyneside","Together with our GP members we deliver improved healthcare, closer to home for the North Tyneside community. Tweets by Dr Eleanor Holmes & Ethan @intoitmediauk",436,1231,2612,"False",2021-12-02,"Priority 6 for the #CovidVaccine now includes unpaid carers. This mean individuals who care for relatives or friend… https://t.co/cK6t59UMwl","['CovidVaccine']",-0.05625,0.54375,0,0,"Priority 6 for the CovidVaccine now includes unpaid carers This mean individuals who care for relatives or friend ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951,"United Kingdom","Groundswell works with people with experience of homelessness, offering opportunities to contribute to society & create solutions to homelessness
(M-F 9-5 only)",4830,2958,3447,"False",2021-12-03,"If you'd like to share your experiences of #homelessness during #COVID19 - whether it's about #shielding, the… https://t.co/mCk5LYfUM8","['homelessness', 'COVID19', 'shielding']",0,0,0,1,"If youd like to share your experiences of homelessness during COVID19  whether its about shielding the ","['covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
