"X","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media"
27561,"","",83,197,2953,"False",2020-01-09,"@IngrahamAngle #CovidVaccine Heard you on Fox News Monday night, I’m not happy about a mandatory vaccine, heard you… https://t.co/JA058rwjkZ","['CovidVaccine']",-0.4,1,0,0,"IngrahamAngle CovidVaccine Heard you on Fox News Monday night Im not happy about a mandatory vaccine heard you ","['ingrahamangle', 'covidvaccine', 'fox news']",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27841,"India","Decode Indian Politics. Write for #PulseIndia. Email us at connect@the-pulse.in

Check Impulse - Our Daily Cartoon - #ImpulseCartoon",2358,265,763,"False",2020-01-09,"As per the report published in Hindustan Times, Indian Govt. is exploring 5 different engagement models to ensure f… https://t.co/DrxNnsRlwc","[]",0,0.6,0,0,"As per the report published in Hindustan Times Indian Govt is exploring 5 different engagement models to ensure f ","['hindustan']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34580,"Sri Lanka","Sri Lanka's oldest and the most circulated weekly English newspaper since 1928. Write to the Editor-in-Chief direct: dineshtheeditor@gmail.com",5092,71,333,"False",2020-01-10,"Total number of #coronavirus cases stands at 3380 on the island
#COVID19 #PositiveCases #Recovered #pandemic… https://t.co/T39fKp0nA3","['coronavirus', 'COVID19', 'PositiveCases', 'Recovered', 'pandemic']",0,0.75,0.2,0.3,"Total number of coronavirus cases stands at 3380 on the island
COVID19 PositiveCases Recovered pandemic ","['total', 'covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39558,"Chennai, India","English language newspaper by the Daily Thanthi Group",6313,417,145,"True",2020-01-09,"European Commission President Ursula von der Leyen said that the European Union (EU) was ready to join the #COVAX F… https://t.co/TpIjNqT1PK","['COVAX']",0.0666666666666667,0.166666666666667,0,0,"European Commission President Ursula von der Leyen said that the European Union EU was ready to join the COVAX F ","['european', 'commission', 'ursula', 'leyen', 'european union', 'covax']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39902,"Sri Lanka","Sri Lanka's oldest and the most circulated weekly English newspaper since 1928. Write to the Editor-in-Chief direct: dineshtheeditor@gmail.com",5020,62,322,"False",2020-01-09,"Nineteen more persons had tested positive for the #coronavirus, stated the Epidemiology Unit (at 9pm). Accordingly,… https://t.co/0aCyySAW6R","['coronavirus']",0.363636363636364,0.522727272727273,0.2,0.3,"Nineteen more persons had tested positive for the coronavirus stated the Epidemiology Unit at 9pm Accordingly ","['epidemiology unit']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45821,"733 Third Ave. New York, NY","Sabety+associates is an IP law firm with a focus on innovative technology and electronic media businesses. Patents, trademarks, copyrights, litigation.",17,60,16,"False",2020-01-09,"Can the US Sieze Moderna’s #COVID-19 Vaccine Patents?   Read our article on how an #IPlaw misstep could have jeopar… https://t.co/0LEDBbFpZ4","['COVID', 'IPlaw']",0,0,0.15,0.7,"Can the US Sieze Modernas COVID19 Vaccine Patents   Read our article on how an IPlaw misstep could have jeopar ","['us sieze modernas', 'vaccine patents', 'iplaw']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56260,"Atlanta","Anchor, CNN International Based at CNN HQ in Atlanta",47665,4266,20172,"True",2020-01-09,"The #Trump administration considers the strategy of  #HerdImmunity &amp; also fast-tracking a #CovidVaccine - Dr.… https://t.co/pF0pH0EruJ","['Trump', 'HerdImmunity', 'CovidVaccine']",0,0,0,0,"The Trump administration considers the strategy of  HerdImmunity amp also fasttracking a CovidVaccine  Dr ","['trump', 'herdimmunity', 'covidvaccine']",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
58234,"Sydney, Australia","Tweets my own - Anthony Zwi re Health, Rights & Development @ University of New South Wales, Australia. #GlobalHealth #DevStuds #HumanRights #GlobalDev",2724,4998,2363,"False",2020-01-09,"How the World Will Get a COVID-19 Vaccine (Part 2)Worth a listen re #covid19 #covidvaccine and the #COVAX initiativ… https://t.co/vDY7OE9F10","['covid19', 'covidvaccine', 'COVAX']",0,0,0.368181818181818,0.727272727272727,"How the World Will Get a COVID19 Vaccine Part 2Worth a listen re covid19 covidvaccine and the COVAX initiativ ","['world', 'covid19 vaccine part', 'covax']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58803,"New York, USA","Bachelor of Science",130,275,24327,"False",2020-01-09,"Covid vaccine tracker: when will a coronavirus vaccine be ready?
#CovidVaccine

Read here for full details: https://t.co/QjRrvWZYft","['CovidVaccine']",0.275,0.525,0,0,"Covid vaccine tracker when will a coronavirus vaccine be ready
CovidVaccine

Read here for full details ","['covid', 'covidvaccine read']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60283,"India","ˢᵒᵐᵉᵗⁱᵐᵉˢ ᴵ’ᵐ ˢᵉʳⁱᵒᵘˢ. ˢᵒᵐᵉᵗⁱᵐᵉˢ ᴵ’ᵐ ⁿᵒᵗ. ˢᵒᵐᵉᵗⁱᵐᵉˢ ᴵ’ᵐ ᵈᵘᵐᵇ. ˢᵒᵐᵉᵗⁱᵐᵉˢ ᴵ’ᵐ ⁿᵒᵗ. ˢᵒᵐᵉᵗⁱᵐᵉˢ ᴵ ᵃᵐ. ˢᵒᵐᵉᵗⁱᵐᵉˢ ᴵ’ᵐ ⁿᵒᵗ....

अँधेरा कायम रहे 🙅🏿‍♀️- Ðá𝖗𝖐Яä𝖏",31,64,2095,"False",2020-01-10,"We don't want #COVID19vaccine if this is the price. #COVID19 isn't that really deadly disease.
Stop finding excuses… https://t.co/iNyPRyMUG0","['COVID19vaccine', 'COVID19']",-0.2,0.4,0,0,"We dont want COVID19vaccine if this is the price COVID19 isnt that really deadly disease
Stop finding excuses ","['covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63233,"🌍","#lock_it 

#मथुरा_काशी_बाकी_हैं
#गौ_हत्या_बंद_हो
#CBIForPalgharSadhus",285,4,14589,"False",2020-01-10,"""""At Least 5 Lakh Sharks to be Slaughtered to Create COVID-19 Vaccine"""" 
#sharks
#CovidVaccine
https://t.co/QGJA0VgfNE","['sharks', 'CovidVaccine']",-0.3,0.4,0,0,"At Least 5 Lakh Sharks to be Slaughtered to Create COVID19 Vaccine 
sharks
CovidVaccine
","['create', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
64200,"RNA World","RNA(i) Therapeutics Investor-Scientist who loves to trade and tweet about biotech stocks

Not investment advice.
 
 

 .",9354,340,7298,"False",2020-01-09,"Oxford/AZ chimp adenovirus-based #covidvaccine hardly produced neutralizing antibodies comparable to ASYMPTOMATICs.… https://t.co/lryMJ9Y7C7","['covidvaccine']",-0.291666666666667,0.541666666666667,0,0,"OxfordAZ chimp adenovirusbased covidvaccine hardly produced neutralizing antibodies comparable to ASYMPTOMATICs ","['oxfordaz']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66906,"Charleston, SC","Market Cube is an online sample and research operations company dedicated to helping our clients look good and maximize their ROI.",460,72,130,"False",2020-01-09,"Learn more on these insights: https://t.co/51fThGpwif

#CovidVaccine #SputnikV #RussianVaccine #Covid19 #MRX… https://t.co/AZX9kKPf0h","['CovidVaccine', 'SputnikV', 'RussianVaccine', 'Covid19', 'MRX']",0.5,0.5,0.7,0.6,"Learn more on these insights 

CovidVaccine SputnikV RussianVaccine Covid19 MRX ","['learn', 'covidvaccine', 'covid19 mrx']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
67114,"New York, USA","Awake to the fact there is only 1 political party in this country and they don't represent the people. Using this platform to call em out and wake up others.",73,240,12048,"False",2020-01-09,"@USlawreview Yet #Fauci is saying a vaccine might not help defeat #covid. So if the survival rate is 99.76% he is s… https://t.co/bi1dZAbv1N","['Fauci', 'covid']",0,0,0,0.55,"USlawreview Yet Fauci is saying a vaccine might not help defeat covid So if the survival rate is 9976 he is s ","['uslawreview yet fauci']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69306,"Australia","He who knows why can bear any how",11,22,1,"False",2020-01-09,"Today is the #September1st 2020. Feeling so sleepy during #COVID19. Hope #CovidVaccine saves the #PlanetEarth resid… https://t.co/ZzZuWg7Fbn","['September1st', 'COVID19', 'CovidVaccine', 'PlanetEarth']",0,0,0,0,"Today is the September1st 2020 Feeling so sleepy during COVID19 Hope CovidVaccine saves the PlanetEarth resid ","['september1st', 'covid19 hope', 'planetearth']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69417,"Los Angeles","29 She/Her $almostdevine Venmo: almostdevine",70,106,3863,"False",2020-01-09,"I FUCKING HATE IT HERE!!! We are gonna get some Big Brother shit in our vaccine while the rest of the world is regu… https://t.co/o2y1BvYlUb","[]",-0.4,0.6,0,0,"I FUCKING HATE IT HERE We are gonna get some Big Brother shit in our vaccine while the rest of the world is regu ","['hate']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70601,"United States","BSN, RN.

~Pain is inevitable, suffering is optional~
What is happening to my country? 
ARISE. SOUND OFF. #RESIST
VOTE BLUE NO MATTER WHO",3260,4986,122728,"False",2020-01-09,"Where my #antivaxx 'ers at?? You gonna take a rushed thru, not FDA-properly approved #CovidVaccine","['antivaxx', 'CovidVaccine']",0,0,0.133333333333333,0.5,"Where my antivaxx ers at You gonna take a rushed thru not FDAproperly approved CovidVaccine","['fdaproperly', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74974,"","Child neurologist in Austin. Advocate of epilepsy, FND, vaccines & 3 legged Jack Russells named Kevin. Critical of quackery & conspiracy theories. Views mine.",6032,3960,56265,"False",2020-01-09,"I have never taken a dime from pharma until today. As part as my participation in the #CovidVaccine study, I get th… https://t.co/ABTff8SFQ0","['CovidVaccine']",0,0,0,0.8,"I have never taken a dime from pharma until today As part as my participation in the CovidVaccine study I get th ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
76078,"Washington, DC","Retired White House Corr. 
Edward R. Murrow Award, Merriman Smith Award for Presidential Coverage. Interfaith Alliance Walter Cronkite Faith & Freedom Award.",13514,11646,1563,"True",2020-01-09,"Is Trump pressuring #FDA for an October #Covidvaccine surprise?  @drlapook sought answers:
https://t.co/Ixlr6mESme","['FDA', 'Covidvaccine']",0,0,0,0,"Is Trump pressuring FDA for an October Covidvaccine surprise  drlapook sought answers
","['trump', 'fda']",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
82474,"USA","Christian✝️ God👑 #MAGA🇺🇸#KAG #1A #2A🔫 | @Ali @Culttture @Debostic @Cernovich @JackPosobiec @realJamesWoods @PrisonPlanet @Pulte @iWashington @ScottAdamsSays",2083,3002,112979,"False",2020-01-09,"GOOD! 👏👏
WHO is a massive failure! 

The US will not join the @WHO-linked global effort to develop a #COVID19… https://t.co/zJkkMeHjQ6","['COVID19']",0.119791666666667,0.475,0,0,"GOOD 
WHO is a massive failure 

The US will not join the WHOlinked global effort to develop a COVID19 ","['who', 'us', 'wholinked', 'covid19']",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82719,"🌏 The Lost Atlantis 🏝","🌉 A bridge, connecting & unite Brave Hearts stand up for Truth 
💗 #whiteshirtmovement
🏞 Hail from a 17,000+ islands of archipelago nation at equator line 🌏",76,173,1053,"False",2020-01-10,"No wonder the MSM &amp; rulers always use the number of cases report it on daily basis... It's all about greed, power a… https://t.co/aNRmmrBzYv","[]",0,0,0.8,1,"No wonder the MSM amp rulers always use the number of cases report it on daily basis Its all about greed power a ","['msm']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83432,"","Only put off until tomorrow what u are willing to die having left undone~Pablo Picasso #stockenthusiast #nutritionalimmunology #FreePalestine🇵🇸 #eatclean🇨🇴",234,1206,5827,"False",2020-01-09,"COVE Study: Participate to Make a World of Difference | Moderna, Inc. ⁦@jimcramer⁩ here’s your chance to participat… https://t.co/zDNHotDuvG","[]",0,0,0.0833333333333333,0.583333333333333,"COVE Study Participate to Make a World of Difference  Moderna Inc jimcramer heres your chance to participat ","['cove', 'study participate', 'difference moderna inc']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85414,"UK","Our aim is to empower healthcare community by improving the quality education and standardisation across the world. Which will help to deliver improved patient-",3,25,4,"False",2020-01-09,"Wearing mask, hand sanitisation with social distancing has shown more than 90% prevention rate which is comparable… https://t.co/n7vcqLNW6W","[]",0.266666666666667,0.283333333333333,0,0,"Wearing mask hand sanitisation with social distancing has shown more than 90 prevention rate which is comparable ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86357,"St Peters, MO","Co-owner of Aaron's Birkenstock Store/#ShoeRepair since 1983!   35 years of #Birkenstock Sales & Repairs, one of the oldest Birkenstock stores in the USA!",2599,5000,66398,"False",2020-01-09,"Mom and I have been #praying daily. #Covidvaccine #covid19vaccine
#USA🇺🇸  🙏https://t.co/kk61UfvWDP","['praying', 'Covidvaccine', 'covid19vaccine', 'USA']",0,0,0,0,"Mom and I have been praying daily Covidvaccine covid19vaccine
USA  ","['mom', 'usa']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93214,"","The mass of men lead lives of quiet desperation - Thoreau - 

Instablock all pharma-shills and useful idiots.",898,960,63954,"False",2020-01-09,"#Archive this.  #COVID19 #vaccine not #mandatory in #Canada.
#CovidVaccine https://t.co/kz4Moj0Ym5","['Archive', 'COVID19', 'vaccine', 'mandatory', 'Canada', 'CovidVaccine']",0,0,-0.166666666666667,0.377777777777778,"Archive this  COVID19 vaccine not mandatory in Canada
CovidVaccine ","['archive', 'covid19', 'canada']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94893,"Washington, DC","U.S. PIRG Health Care Campaigns Director; @uspirg; quality, patient safety & consumer rights; lived in NY,NJ, MA, NM, MN, CT, DC, VA, Tanzania, Switzerland.",257,150,373,"False",2020-01-09,"Figuring out how to distribute the #CovidVaccine in a scientifically responsible way will be key to success. Here's… https://t.co/AgfwmD2nkM","['CovidVaccine']",0.166666666666667,0.516666666666667,0,0,"Figuring out how to distribute the CovidVaccine in a scientifically responsible way will be key to success Heres ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
97872,"","Development Channel aims to promote social and economic development using tools of media and technology. 
Follow us for the latest updates on Global Development",328,113,37,"False",2020-01-10,"#CoronaVirusUpdates :

#WorldBank announces $12bn plan for poor countries to buy #CovidVaccine 

#Kerala reports si… https://t.co/jqlWwHp91U","['CoronaVirusUpdates', 'WorldBank', 'CovidVaccine', 'Kerala']",-0.4,0.6,0.183333333333333,0.291666666666667,"CoronaVirusUpdates 

WorldBank announces 12bn plan for poor countries to buy CovidVaccine 

Kerala reports si ","['worldbank', 'covidvaccine kerala']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
