"X","misinformation","user_location","user_description","user_followers","user_friends","user_favourites","user_verified","date","text","hashtags","polarity_text","subjectivity_text","polarity_description","subjectivity_description","cleaned_text","entities","Organizations","Locations","Symptoms","COVID","Vaccination","Politics","Conspiracy","Slurs","Masks","Miscellaneous","origin","vaccine_conspiracy","government","pharma","Five_G","gates","nwo","media"
19648,0.134913140121086,"Baltimore, MD","The mission of the Johns Hopkins Center for Immunization Research is to facilitate the development of new vaccines for infectious diseases of global importance.",350,212,2210,"False",2020-03-11,"Early approval of a #COVID19 vaccine could stymie the hunt for better ones #CovidVaccine  https://t.co/KNTqc81KC4","['COVID19', 'CovidVaccine']",0.3,0.4,0.0121212121212121,0.184848484848485,"Early approval of a COVID19 vaccine could stymie the hunt for better ones CovidVaccine  ","['early', 'covid19', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21569,5.79332037060712e-09,"Pittsburgh, PA","Communication & PR specialist, forced & reluctant online instructor. I want to have a president again who I can forget about 5 days a week. #VoteBlue2020 #FBR",2712,2696,39133,"False",2020-03-11,"Where’s the #COVIDvaccine you promised by the Election Day, @realDonaldTrump? Or did you mean election 2024 and we… https://t.co/crvgQ3GIgo","['COVIDvaccine']",-0.3125,0.6875,-0.3,0.2,"Wheres the COVIDvaccine you promised by the Election Day realDonaldTrump Or did you mean election 2024 and we ","['election']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21892,0.0672406011182756,"Maryland, USA","Still Pragmatic, OG Critical Care Nurse #JusticeForGeorgeFloyd #politics #StarTrek #Foodie #AyitiCheri🇭🇹 #Haiti #NursesRock #ICU #Cardiac #CTICU #ECMO",1460,1373,45836,"False",2020-03-09,"I am a frontline healthcare worker and there is no way that I will take that vaccine. The CDC have lost their colle… https://t.co/qx4S0xgFkL","[]",0,0,-0.025,0.4,"I am a frontline healthcare worker and there is no way that I will take that vaccine The CDC have lost their colle ","['cdc']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22527,0.0720806022315016,"","",66,2,388,"False",2020-03-09,"@StephMillerShow @frangeladuo @POTUS Don wants to test the system, encouraging people to vote twice. He has a simil… https://t.co/Tkn2G5ulz4","[]",0.2,0.1,0,0,"StephMillerShow frangeladuo POTUS Don wants to test the system encouraging people to vote twice He has a simil ","['stephmillershow', 'potus don']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22989,0.059969836516876,"Pepperland","Working Class Academic. Geek. Public Scholar. Social Justice Warrior. Communalist. Environmentalist. Progressive. Truthseeker. Personal Opinion and Observation.",1653,1616,87804,"False",2020-03-09,"I really, really hope @CDCgov is not asking the people we need most right -- healthcare workers -- to be guinea pig… https://t.co/un9WHdrrji","[]",0.328571428571429,0.411904761904762,0.0083333333333333,0.108333333333333,"I really really hope CDCgov is not asking the people we need most right  healthcare workers  to be guinea pig ","['cdcgov']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27182,0.136261533469707,"Texas, USA","English bulldog & cat rescuer. No DM’s. #BLM #BidenHarris2020LandSlide #IfUvoted4TrumpDoNotFollowMe #FBR #TexasDem #LockHimUp2021 #Resister #VoteBlue2020",6658,5618,123523,"False",2020-03-09,"@crdutcher @thomaskaine5 He’ll produce a #CovidVaccine just like he produced his #TaxReturns #VoteLyingTrumpOut #SendTrump2Prison2021","['CovidVaccine', 'TaxReturns', 'VoteLyingTrumpOut', 'SendTrump2Prison2021']",0,0,0,0,"crdutcher thomaskaine5 Hell produce a CovidVaccine just like he produced his TaxReturns VoteLyingTrumpOut SendTrump2Prison2021","['taxreturns', 'votelyingtrumpout']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29660,0.029419161477414,"","Long-time Hollywood resident #resist",166,183,639,"False",2020-03-09,"Another chilling prophecy from Cassandra. #CovidVaccine https://t.co/Jv0zC7iXja","['CovidVaccine']",-0.5,0.9,0,0,"Another chilling prophecy from Cassandra CovidVaccine ","['cassandra covidvaccine']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31314,0.0252245717075468,"Istanbul/New York/Bucharest","Professional Trader,Finance & Stock Markets Specialist
Science Geek , I'm passionate about learning. I'm passionate about life. in Business Worldwide since 1997",1031,192,9698,"False",2020-03-09,"Covid-19 can cause long-lasting damage to the heart and lungs. Least understood are the long-term effects on the ne… https://t.co/ZrAI1jBrHu","[]",-0.3,0.4,0,0.6,"Covid19 can cause longlasting damage to the heart and lungs Least understood are the longterm effects on the ne ","['covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33055,0.133816797258759,"Noida, India","One stop platform that tracks all breaking news & analysis of the pulsating healthcare industry.",6010,890,249,"True",2020-03-11,"ETHealthworld | China’s race for Covid-19 vaccine raises safety questions #CovidVaccine #China #CoronavirusVaccine… https://t.co/Csz1fhocra","['CovidVaccine', 'China', 'CoronavirusVaccine']",0,0,0,0,"ETHealthworld  Chinas race for Covid19 vaccine raises safety questions CovidVaccine China CoronavirusVaccine ","['ethealthworld', 'chinas', 'covid19', 'covidvaccine china']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33507,0.103880611946734,"Timmins, Ontario","retired PSW/caregiver, giving back ❤ #epatient #hcsmca #alzchat #HCLDR #walkingGallery #volunteer standing w/USA 🇨🇦🇺🇸",15081,16572,238729,"False",2020-03-11,"@pjobphd @MoriartyLab And it seems that a yearly shot will be needed as immunity in tests have shown ... #CovidVaccine vaccines","['CovidVaccine']",0,0,0,0,"pjobphd MoriartyLab And it seems that a yearly shot will be needed as immunity in tests have shown  CovidVaccine vaccines","['moriartylab', 'covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34938,0.0466561888899208,"","husband - dad - friend - communicator - lover of life",8680,9649,5407,"False",2020-03-09,"I’m calling on @realDonaldTrump Drs. Fauci, Bitz, and all other elected officials to lead by example and be first i… https://t.co/A0EtVSXYjh","[]",0.0625,0.354166666666667,0,0,"Im calling on realDonaldTrump Drs Fauci Bitz and all other elected officials to lead by example and be first i ","['realdonaldtrump drs fauci bitz']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36093,0.105488385610564,"Sydney, Australia","A monthly magazine dedicated to inspiring the business world | Host of the annual Executive of the Year Awards
#executiveawards 
https://t.co/yi1rM1PcpR",6361,3599,1388,"False",2020-03-09,"Dr Anthony Fauci strikes an optimistic tone for the future. @CDCgov  @NIH #FauciVaccine #COVIDVaccine
https://t.co/IhH63rKg7j","['FauciVaccine', 'COVIDVaccine']",0,0.125,0.5,1,"Dr Anthony Fauci strikes an optimistic tone for the future CDCgov  NIH FauciVaccine COVIDVaccine
","['anthony fauci', 'cdcgov']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36946,9.12046550158239e-09,"New Rochelle, NY","The Medical Letter, Inc. is a nonprofit organization that critically appraises drugs. Provider of CME. Objective. Unbiased. Peer-reviewed. No pharma influence.",3025,2218,300,"False",2020-03-09,"Coronavirus Vaccines: Read on our blog https://t.co/KztTles3lC

#COVID19 #COVIDvaccine #CoronavirusVaccines https://t.co/AXn3TbByES","['COVID19', 'COVIDvaccine', 'CoronavirusVaccines']",0,0,0,0.3,"Coronavirus Vaccines Read on our blog 

COVID19 COVIDvaccine CoronavirusVaccines ","['coronavirus', 'vaccines read', 'covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38474,1.24874069508434e-08,"London","Teacher, passionate about the NHS! 🌹🌍🌎🌏 #forthemany #blacklivesmatter",2052,2623,20172,"False",2020-03-11,"More scandal from the Tory chumocracy #ToryCorruption #torybritain #covidvaccine  https://t.co/trEuTrSUA1","['ToryCorruption', 'torybritain', 'covidvaccine']",0.5,0.5,-0.0625,0.85,"More scandal from the Tory chumocracy ToryCorruption torybritain covidvaccine  ","['tory', 'torycorruption']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41881,0.0232527221539999,"America’s hat","my best material is stolen from my wife.",1299,2458,4219,"False",2020-03-09,"I was just told emphatically by a non-expert that “the Internet” is making “a lot of money” off this pandemic.

In… https://t.co/RwwzS7xgFr","[]",0,0,1,0.3,"I was just told emphatically by a nonexpert that the Internet is making a lot of money off this pandemic

In ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44161,0.0961916829596799,"San Francisco/Silicon Valley","News Anchor @abc7newsbayarea 11am/3pm/5pm. Real news, believer in LISTENING to, not TALKING AT each other. RT's are NOT endorsements.",16310,3934,6728,"True",2020-03-09,"CDC director tells public health officials to be ready to distribute #CovidVaccine by Nov 1, 2 days before… https://t.co/E5FkxVbD2U","['CovidVaccine']",0.1,0.283333333333333,0.0375,0.3375,"CDC director tells public health officials to be ready to distribute CovidVaccine by Nov 1 2 days before ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45686,0.0503291505815974,"Sydney, New South Wales","Innovator in Biotech, MedTech, NanoTech, HealthTech",347,1704,1759,"False",2020-03-09,"It makes sense for - well researched vaccines, manufactured to appropriately high standards - to be available to at… https://t.co/qjhxIfAFtt","[]",0.28,0.47,0,0,"It makes sense for  well researched vaccines manufactured to appropriately high standards  to be available to at ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46029,0.10194826622213,"Noida, India","One stop platform that tracks all breaking news & analysis of the pulsating healthcare industry.",6010,890,249,"True",2020-03-11,"ETHealthworld | UAE PM receives Covid-19 vaccine shot #CovidVaccine #SheikhMohammedBinRashidAlMaktoum #Uae #Covid19… https://t.co/khXHCmbPab","['CovidVaccine', 'SheikhMohammedBinRashidAlMaktoum', 'Uae', 'Covid19']",0,0,0,0,"ETHealthworld  UAE PM receives Covid19 vaccine shot CovidVaccine SheikhMohammedBinRashidAlMaktoum Uae Covid19 ","['ethealthworld', 'uae', 'covid19', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
46352,0.0668209088419267,"","",105,150,943,"False",2020-03-09,"I’ll be joining the anti vax moms come November 1st. U cannot catch me infecting my body with that poison that they… https://t.co/VSppOooLUo","[]",0,0,0,0,"Ill be joining the anti vax moms come November 1st U cannot catch me infecting my body with that poison that they ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46767,0.0161403885303934,"Canada","I question everything. Fighter for the underdog. Exposing the minority report. Your title does not automatically = more knowledgeable, wise, or ethical.",1037,919,61707,"False",2020-03-11,"@theJagmeetSingh #Obama FAILED to enact travel restrictions for #Zika.
SHRUNKEN 🚼skulls not alarming #Pediatrics?… https://t.co/Lz2vSrsygo","['Obama', 'Zika', 'Pediatrics']",-0.225,0.45,0.466666666666667,0.666666666666667,"theJagmeetSingh Obama FAILED to enact travel restrictions for Zika
SHRUNKEN skulls not alarming Pediatrics ","['obama failed', 'zika shrunken']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49656,0.0644802452835236,"New Delhi","India's largest independent News Agency",58484,45,70,"True",2020-03-11,"""""We have already utilised them under the universal immunisation programme and they would be used in the administrat… https://t.co/L5ZvQdj4P9","[]",0,0,0,0.125,"We have already utilised them under the universal immunisation programme and they would be used in the administrat ","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52595,0.0850760024060888,"Washington, D.C.","A Strong Room for #Republicans.  Speak your mind. Elevate & #Debate. Take back Streets, Country & House. #VOTE RED.  #BacktheBlue #Diversity & #MAGA #TRUMP",227,981,301,"False",2020-03-09,"The #CovidVaccine is already working! 

College students who are immune to the #LiberalVirus... https://t.co/gabjimdUj8","['CovidVaccine', 'LiberalVirus']",0,0,0.144444444444444,0.244444444444444,"The CovidVaccine is already working 

College students who are immune to the LiberalVirus ","['covidvaccine', 'college', 'liberalvirus']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
53796,0.11263531458238,"SW Florida","Older (not old) loud-mouthed faggot with a really shitty attitude and overall general contempt for apathetic, Lexus-worshipping, Republican pretty boys. 😛",2,35,35,"False",2020-03-09,"#MyPellowGuy and #MrClean are working diligently towards a #CovidVaccine before the #Election2020","['MyPellowGuy', 'MrClean', 'CovidVaccine', 'Election2020']",0,0,0.102777777777778,0.372222222222222,"MyPellowGuy and MrClean are working diligently towards a CovidVaccine before the Election2020","['mypellowguy', 'mrclean', 'election2020']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55049,0.0517676628821009,"Megiddo","I am the Hades-division shop steward of Heaven/Hell Workers Amalgamated, a union representing Heaven and Hell's non-management workers and lesser deities.",62,92,544,"False",2020-03-09,"trump is obviously doing a panic push to get some putative #CovidVaccine candidates out before the election.  It is… https://t.co/cKguimsCof","['CovidVaccine']",-0.0333333333333333,0.45,0,0.5,"trump is obviously doing a panic push to get some putative CovidVaccine candidates out before the election  It is ","['covidvaccine']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55070,0.12251641934263,"The Fourth Ring of Hell...","Chef, Graduate of Le Cordon Bleu Chicago, Political Junkie, Unorthodox Atheist, Voracious Reader, Aspiring Wordsmith, Moderate Liberal...",606,760,4883,"False",2020-03-09,"#CovidVaccine 
I was just sitting here ruminating about a vaccine by November. So I propose one or two of Trumps gr… https://t.co/OH1wHpP9u5","['CovidVaccine']",0,0,0,0.4,"CovidVaccine 
I was just sitting here ruminating about a vaccine by November So I propose one or two of Trumps gr ","['trumps']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56111,0.0989518404653705,"Walnut Creek, California","David has been a journalist since 1977. He has written a book, 10,000 Days, that encourages Baby Boomers to make the most of the next 30 years.",393,361,29,"False",2020-03-09,"Experts come up with a plan about who should get a COVID-19 vaccine first... https://t.co/SJm7G6jWs3 #COVID… https://t.co/HXOsXnHL0i","['COVID']",0.25,0.333333333333333,0.25,0.25,"Experts come up with a plan about who should get a COVID19 vaccine first  COVID ","['covid19', 'covid']",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56698,8.19484319911202e-09,"London, England","Working with the #NHS, #LocalGovernment and others to improve #health, #care and #wellness. Manager at @Carnall_Farrar. Dad to two senior rescue dogs. 🏳️‍🌈",102,417,10,"False",2020-03-11,"The latest #covidvaccine update carries with it important implications for how practices and #PCNs administer these… https://t.co/lDDhkw2ybZ","['covidvaccine', 'PCNs']",0.45,0.95,0,0,"The latest covidvaccine update carries with it important implications for how practices and PCNs administer these ","['pcns']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56871,0.0298743425634382,"Florida, USA","2nd gen American patriot. Politics, environment, nature. #BidenHarris #EPluribusUnum #TheResistance #BLM #Equality #Facts #CountryOverParty #ProudParent",4144,4785,19627,"False",2020-03-11,"@realDonaldTrump No healthcare plan.

Mexico hasn’t paid for the wall; only 9 miles of new wall built - what a scam… https://t.co/G3SeLQeysM","[]",0.0681818181818182,0.727272727272727,0,0,"realDonaldTrump No healthcare plan

Mexico hasnt paid for the wall only 9 miles of new wall built  what a scam ","['realdonaldtrump no', 'mexico']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56983,0.0576625686238463,"","Health care, biotech, retail reporter @PSBJ; message tips, story ideas to mcampbell@bizjournals.com.",63,33,15,"False",2020-03-09,"If you missed Dr. Robert Redfield this morning @PSBJ's Health Care of the Future conference, you can read about it… https://t.co/w5pTdXSIDu","[]",0,0.125,0,0,"If you missed Dr Robert Redfield this morning PSBJs Health Care of the Future conference you can read about it ","['robert redfield', 'psbjs health care', 'future']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57900,1.51973623516952e-08,"","",274,338,3593,"False",2020-03-09,"@JasonNweather hopefully things start getting better and this #covidvaccine can keep people from dying. im 🙏 to resume normalcy in 2021.","['covidvaccine']",0.5,0.5,0,0,"JasonNweather hopefully things start getting better and this covidvaccine can keep people from dying im  to resume normalcy in 2021","[]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59023,0.0268829788128108,"","I am not what you think I am. You are what you think I am. #Resist #Z24 #MeToo #WallOfWomen #BidenHarris2020 No lists. Married.",23446,7263,72400,"False",2020-03-09,"🚨This is insane and will strip any trust the FDA and CDC have when a safe vaccine is available. 

NO safety bot eff… https://t.co/LpUg302Ap0","[]",-0.0333333333333333,0.633333333333333,0.25,0.25,"This is insane and will strip any trust the FDA and CDC have when a safe vaccine is available 

NO safety bot eff ","['fda', 'cdc', 'no']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59278,0.203090347356882,"Oahu, Hawaii","Made in the Philippines, born and raised in Hawaii 🤙🏽🤙🏽",116,63,6055,"False",2020-03-09,"Really?  Covid-19 vaccinations available on November 1st?  #Covid_19 #vaccines #CovidVaccine","['Covid_19', 'vaccines', 'CovidVaccine']",0.3,0.3,0,0,"Really  Covid19 vaccinations available on November 1st  Covid19 vaccines CovidVaccine","['covid19', 'covidvaccine']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59355,0.027849717053918,"United States","Welcome to the UPSIDE DOWN.   #mccxxxbynesh2u",41,40,262,"False",2020-03-09,"In my family we wait for PlayStation to work out all the kinks before we buy the new system. But apparently I’m sup… https://t.co/zy4n8m4umW","[]",0.0931818181818182,0.402272727272727,0.322222222222222,0.594444444444444,"In my family we wait for PlayStation to work out all the kinks before we buy the new system But apparently Im sup ","['playstation']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60411,0.123240682261942,"","Part of the Xtelligent Healthcare Media network. @xtelligenthc",1424,293,45,"False",2020-03-11,"Vaccine Hesitancy Still Salient in Push for #COVID19 Vaccine Fix | https://t.co/gp268xY94Y #PatientEngagement #Healthcare #COVIDVaccine","['COVID19', 'PatientEngagement', 'Healthcare', 'COVIDVaccine']",0,0,0,0,"Vaccine Hesitancy Still Salient in Push for COVID19 Vaccine Fix   PatientEngagement Healthcare COVIDVaccine","['vaccine', 'hesitancy', 'push', 'covid19 vaccine fix']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
62710,0.218577275114701,"Richmond, VA","Functional Medicine physician with an interest in finding out what affects people's health and how to optimize their wellness.",37,25,0,"False",2020-03-09,"Check out our newest #COVIDVaccine video: CDC Tells States to Prepare for Vaccine Distribution Nov 1st: Update on t… https://t.co/gtbPOcWdwl","['COVIDVaccine']",0,0,0,0,"Check out our newest COVIDVaccine video CDC Tells States to Prepare for Vaccine Distribution Nov 1st Update on t ","['cdc tells states', 'vaccine distribution']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63405,0.0675195917751346,"","Founder of https://t.co/5ctjUdMOkR serving #BabyBoomers #GenX #Emptynesters. Award-winning journalist. Political junkie. #Travel. #Foodie. TVholic. Animal Advocate",7107,4248,20825,"False",2020-03-09,"A #COVID19 vaccine could be available earlier than expected if ongoing clinical trials produce overwhelmingly posit… https://t.co/p1rHsq0zwS","['COVID19']",0.2,0.575,0,0.1,"A COVID19 vaccine could be available earlier than expected if ongoing clinical trials produce overwhelmingly posit ","['covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63633,0.111240411363776,"Albuquerque, NM","The poetry inside of me is warm like a gun #ldr ❤️🎶",421,417,7048,"False",2020-03-09,"If offered to you, would get vaccinated for covid-19? #COVID19 #CovidVaccine","['COVID19', 'CovidVaccine']",0,0,0.6,0.6,"If offered to you would get vaccinated for covid19 COVID19 CovidVaccine","['covid19']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64316,2.22044604925031e-16,"Inside my House AZ","Don't fuck with the moms. We'll do what ever we need to for our kids. Trump and his cult have awoken a force he will reckon with. #ridenwithBiden #khive",1140,1704,9720,"False",2020-03-09,"I am 100% pro vaccine because I trust scientists and our safety procedures. But if Trump rushes a #covidvaccine bef… https://t.co/b1yfMiWC6V","['covidvaccine']",0,0,-0.4,0.6,"I am 100 pro vaccine because I trust scientists and our safety procedures But if Trump rushes a covidvaccine bef ","['trump']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66149,0.0601020921682274,"","Single, BS in Legal Studies, Masters in Psychology, Problem solver,TikToker,, Bloger, singer,, artist generalist at heart b/c niche is so last decade. ❤️ y’all.",43,1331,616,"False",2020-03-09,"Covid vaccine distribuitors by Shirley Henderson ft Dr Noc  #drnoc #shirleyhenderson #shersvideos #sherspodcast… https://t.co/W0Iu24tnnW","['drnoc', 'shirleyhenderson', 'shersvideos', 'sherspodcast']",0,0,0.0428571428571429,0.16031746031746,"Covid vaccine distribuitors by Shirley Henderson ft Dr Noc  drnoc shirleyhenderson shersvideos sherspodcast ","['covid', 'shirley henderson']",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66762,0.430659193136889,"Cocoa Beach, FL","Lover of all things surf and guitar! #guitarist #surfer",168,35,5024,"False",2020-03-09,"Signed up to be a Covid 19 vaccine guinea pig today!  #Covid_19 #CovidVaccine","['Covid_19', 'CovidVaccine']",0,0,0,0,"Signed up to be a Covid 19 vaccine guinea pig today  Covid19 CovidVaccine","['covid19 covidvaccine']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68915,0.0113384745706124,"South London","Multi award winning Cake Artist, Social Entrepreneur, some time 📸 & artist, autism awareness activist, footy, music and Marvel fan 😁",302,1017,12758,"False",2020-03-09,"Oh in case you were not aware the UK Gov have published a public online consultation on flu and Covid vaccines on t… https://t.co/WZ6Jo1lv2o","[]",-0.0625,0.158333333333333,0.266666666666667,0.408333333333333,"Oh in case you were not aware the UK Gov have published a public online consultation on flu and Covid vaccines on t ","['uk', 'covid']",0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70613,0.131832074719759,"Finland","The Future is Here. #Covid19 #Urbanism #Optimism #Communication #GreenInvestors #EconomyGreens #EconomicGeography #GeoPolitics #EU #Money #FineArt",810,1875,23821,"False",2020-03-09,"Some people are making money and producing 24/7 also during the global pandemia: 

The #CovidVaccine Will Require… https://t.co/NUBuKiLivd","['CovidVaccine']",0,0,0,0.125,"Some people are making money and producing 247 also during the global pandemia 

The CovidVaccine Will Require ","['covidvaccine will require']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
